STORE ID,VENUE,SUB VENUE,Lat,Lng,Address,CITY,STATE,ZIP,business name,id
1586,Street Non-DT,End Cap,33.62,-117.7006,23572 El Toro Road,Lake Forest,CA,92630,Panda Express,rjdOjasPwZ62t7SnjHsltg
1588,Street DT,Free Standing,40.5082,-111.9784,3648 West 13400 South,Riverton,UT,84065,Panda Express,6yGg2EzJvY5REd3FTFBMkg
1589,Street DT,Free Standing,40.5851,-111.8632,9166 South Village Shop Drive,Sandy,UT,84070,Panda Express,mAOf-nn1FdF5s7HHXcwIew
159,Mall,Food Court,44.8539,-93.2425,374 South Ave.,Bloomington,MN,55425,,
1590,Street DT,Free Standing,30.5178,-97.6606,1700 E Palm Valley Blvd,Round Rock,TX,78664,Panda Express,iEE03WHPQfigLA6c_KEeIA
1591,Street DT,Free Standing,41.7023,-88.3101,2630 Route 34 #5,Oswego,IL,60543,Panda Express,adYHCoxOMhXBNAzRN_TdBQ
1592,Street DT,Free Standing,30.4813,-81.637,14022 Revell Drive,Jacksonville,FL,32218,Panda Express,1Ct9iclwJSww9btMtoUEGQ
1593,Street DT,End Cap,32.9844,-96.9092,2604 Old Denton Road,Carrollton,TX,75007,Panda Express,DQCY8-Ika7Y3hTZvAxqLfA
1594,Street DT,Free Standing,44.6294,-123.0838,1310 Geary Street,Albany,OR,97322,Panda Express,ofJhcI_gilUoT-N8OCEhiw
1596,University,Food Court,46.7311,-117.1623,1500 N.e. Terrell Mall,Pullman,WA,99163,Panda Express - Temporarily Closed,ctY_iiCKGrQqTwth39H6Bw
1597,Street Non-DT,End Cap,28.4671,-81.3086,6651 South Semoran Blvd.,Orlando,FL,32822,Panda Express,AwZGQcUMIzed7W-fd0FXrg
1598,Street Non-DT,End Cap,38.5275,-122.7889,6560 Hembree Lane,Windsor,CA,95492,Panda Express,RsAXPa4rK3-nLmeRoUzgbQ
1599,Street DT,End Cap,29.7719,-95.1861,13415 Hwy I - 10 East 1,Houston,TX,77015,Panda Express,ZhJpwWV6HCwSFjlBL732tw
1600,Street Non-DT,End Cap,41.8486,-87.8041,2300 South Harlem Avenue,North Riverside,IL,60546,Panda Express,7GWR9RMjfAHM9YcnneNnMw
1601,Street Non-DT,End Cap,35.4421,-80.8585,9918 Knockando Lane,Huntersville,NC,28078,Panda Express,YKHCSOBLCHpb5K6GgaabCQ
1602,Street DT,Free Standing,35.3254,-97.4909,1401 South I-35 Service Road,Moore,OK,73160,Panda Express,4W9Dyo_-wHMjr3IQ0GBAYw
1603,Street DT,Free Standing,36.7354,-119.7192,5192 E. Kings Canyon Road,Fresno,CA,93727,Panda Express,MeF01NUyK7EIKGPathzwMA
1606,Street Non-DT,End Cap,39.2339,-121.0366,688 Sutton Way,Grass Valley,CA,95945,Panda Express,kuN_sbtfqWdmbpDXroTWKw
1607,Mall,Food Court,34.1844,-118.8888,382 W Hillcrest Dr,Thousand Oaks,CA,91360,Panda Express - Temporarily Closed,sVlp69P2ErFltge9TvqdAg
1608,Street Non-DT,End Cap,33.443,-117.6139,806 Avenida Pico Suite A,San Clemente,CA,92672,Panda Express,XA-g9ZmenKrIO257mhiScA
1610,Street Non-DT,End Cap,33.9034,-117.4757,11090 Magnolia Ave,Riverside,CA,92505,Panda Express,1sWodzzaAkOzuIypuNmh8Q
1611,Street Non-DT,End Cap,30.1962,-81.8264,9580 Applecross Road #102,Jacksonville,FL,32222,Panda Express,Yw4F0e5X3P6EPNsOnG7pXg
1612,Street Non-DT,End Cap,37.5523,-122.0481,5829 Jarvis Ave.,Newark,CA,94560,Panda Express,c5cGD6d9nU_qYzjOzUfFSw
1613,Street Non-DT,End Cap,37.3054,-121.8635,"2131 Monterey Hwy, Suite #60",San Jose,CA,95125,Panda Express,QwthOrVX-osIsAh32Y0toA
1615,Street DT,Free Standing,35.2216,-114.0354,3370 Stockton Hill Road,Kingman,AZ,86401,Panda Express,mM-4qipkEtgSjdnYSHbYEg
1616,Street Non-DT,End Cap,36.0628,-115.2431,6925 S. Rainbow Blvd.,Las Vegas,NV,89118,Panda Express,UED302E-B2OyVr0mssARnA
1617,Street Non-DT,End Cap,41.837,-87.7444,3076 S. Cicero Ave,Cicero,IL,60804,Panda Express,1lcJ2zfaS3wKHvyfkiV0qQ
1618,Street Non-DT,End Cap,40.1459,-88.2585,2521 N. Prospect Ave,Champaign,IL,61822,Panda Express,i_t8WTwztuHweRqQ89hmuQ
1619,Street DT,End Cap,34.0495,-118.0823,1717 Walnut Grove Ave,Rosemead,CA,91770,Panda Express,vWp6arzWb8aaaWqjqyavEw
1620,Street Non-DT,End Cap,33.7063,-116.2715,79835 Hwy 111,La Quinta,CA,92253,Panda Express,ZOjtBYpSodR33euRDyPWbQ
1622,Street DT,Free Standing,34.5101,-117.399,14361 Highway 395,Victorville,CA,92394,Panda Express,cGfBv1nQEmiDPOgIeGRAiQ
1624,Street DT,Free Standing,41.7004,-88.125,207 North Weber Road,Bolingbrook,IL,60440,Panda Express,Jdxp-xrzvykQ02PxLQd71g
1625,Street Non-DT,Free Standing,38.9667,-78.1906,236 Crooked Run Plaza,Front Royal,VA,22630,Panda Express,atd8GHdoyMH44oX0ujmP5A
1630,Street Non-DT,End Cap,38.5921,-121.416,1431 Howe Ave. Suite #100,Sacramento,CA,95825,Panda Express,3tlbI9xjzOiI-kuZEW-qoA
1631,Street DT,Free Standing,39.7593,-121.8441,2443 Cohasset Rd.,Chico,CA,95926,Panda Express,gwCH8MGzm-pKt0w7Ql5ydw
1632,Street Non-DT,End Cap,38.4523,-121.3741,8848 Calvine Road,Elk Grove,CA,95624,Panda Express,TtHhfoMDs4jpR-E3OZItcQ
1633,Street Non-DT,End Cap,33.2273,-117.3265,47 Douglas Drive,Oceanside,CA,92054,Panda Express,Mm1kzhW7TSA7wssjSuSoOw
1634,Street Non-DT,In Line,21.294,-157.8534,1060 Auahi St. Bay 5,Honolulu,HI,96814,Panda Express - Temporarily Closed,hJQ8-RNv4O0-lH-aKx7k9A
1635,Street Non-DT,End Cap,40.0237,-105.2571,2100 - 1a 28th Street,Boulder,CO,80301,Panda Express,AaDi49jykIM33Wrgq_CrFw
1636,Street DT,Free Standing,38.9647,-94.6696,9090 Metcalf Avenue,Overland Park,KS,66212,Panda Express,AbD0fLtbg4hg92yIhXLvAg
1638,Street Non-DT,End Cap,28.552,-80.8396,3045 Columbia Blvd.,Titusville,FL,32780,Panda Express,u9UK2CLiz4noeMB4BdI1qQ
1639,Street Non-DT,In Line,28.6627,-81.3832,275 East Altamonte Drive,Altamonte Springs,FL,32701,Panda Express,p3dR8xcFxGgjMI3u4bQSpg
1642,Street Non-DT,End Cap,33.9066,-84.3791,5620 Roswell Road,Sandy Springs,GA,30358,Panda Express,ApmYf0k0w4IuT_u79NlBVw
1644,Street DT,Free Standing,30.1678,-97.7948,309 West Slaughter Lane,Austin,TX,78748,Panda Express,vgQI0kdWCWTsrz-b-KBM4Q
1645,Street Non-DT,End Cap,29.6869,-95.4579,8705 West Loop South,Houston,TX,77096,Panda Express,JKBgc6uXKSVKau05XHEfOw
1646,Street DT,Free Standing,33.449,-112.3079,11555 W. Van Buren Street,Avondale,AZ,85323,Panda Express,G_1M9_yX5ThAROn1zKKpQg
1647,University,Food Court,31.6036,-94.6556,Student Center Building,Nacogdoches,TX,75962,Panda Express - Temporarily Closed,5s5ypgh7Wr48pA4fPILwKg
1649,Street Non-DT,End Cap,47.4501,-122.2612,17100 South Center Parkway,Tukwila,WA,98188,Panda Express,xx5zWVWD63zEkEHPVQ7nRQ
1650,Street Non-DT,End Cap,47.7199,-122.2952,12513 Lake City Way,Seattle,WA,98125,Panda Express,jIoKv9juOhDGOH21lbMyAQ
1651,Street Non-DT,End Cap,30.2196,-97.8416,4301 W. William Cannon,Austin,TX,78749,Panda Express,NioWVwyAwxxsKbAo-5J1Ag
1652,Street Non-DT,End Cap,33.8788,-118.2182,1641 South Alameda Street,Compton,CA,90220,Panda Express,vAhPM_2uGbJX36ZOk9ZKtw
1653,Mall,In Line,39.7155,-104.9524,3000 E 1st Ave #111,Denver,CO,80206,Panda Express - Temporarily Closed,yygRLd1EqaWgQbu7K-cgHw
1654,Mall,Food Court,21.2786,-157.829,2233 Kalakaua Ave,Honolulu,HI,96815,Panda Express - Temporarily Closed,7AIT2Y8Yvh2dN5gDuGka3g
1655,Street Non-DT,End Cap,28.1235,-80.6721,1030 North Wickham Road,Melbourne,FL,32935,Panda Express,_O8zex2Yl59a01QMNJYFlg
1656,Street Non-DT,End Cap,26.6081,-81.812,9330 Six Mile Parkway,Fort Myers,FL,33912,Panda Express,LDwdjjp73pn3kmJZGS2JKw
1657,Street Non-DT,End Cap,32.7491,-117.072,5807 University Avenue,San Diego,CA,92115,Panda Express,fifdE5IG9S-tkdma6lgc5w
1658,Street DT,Free Standing,46.2134,-119.1594,401 North Ely Street,Kennewick,WA,99336,Panda Express,YdYlontojpa33YMOLdx-8Q
1661,Street DT,Free Standing,34.5211,-117.3234,15270 Civic Drive,Victorville,CA,92394,Panda Express,smx8QQcy3yrqJUVquo0YcA
1662,Street Non-DT,End Cap,38.6647,-121.223,8929 Madison Avenue,Fair Oaks,CA,95628,Panda Express,HH4UP8n1-99vhV2rAdc1aA
1663,Street Non-DT,End Cap,38.6182,-121.3648,4245 Marconi Ave,Sacramento,CA,95821,Panda Express,3eQkQcI3eTO-HIZpBU3apA
1664,Street Non-DT,In Line,33.9241,-116.9472,1668 E. 2nd St. Market Place,Beaumont,CA,92223,Panda Express,lSvfSRwYS4i2HB167x1lfA
1666,Street DT,End Cap,36.0539,-119.0269,460 W. Vandalia Ave.,Porterville,CA,93257,Panda Express,p4RDGyxAHXjb8K3Y4tst1Q
1667,Street DT,Free Standing,36.2402,-115.1191,2220 E Craig Rd,North Las Vegas,NV,89081,Panda Express,jKduhy-gJ9hyFzd1au6pOg
1669,Street DT,Free Standing,38.9848,-94.6086,7920 Stateline Road,Prairie Village,KS,66208,Panda Express,D6SDYHsepCJeuRyTGBc3EA
1670,Street DT,End Cap,47.7012,-116.7802,405 E. Best Ave,Coeur D' Alene,ID,83814,Panda Express,2sehts7roxWueAm6PyG94g
1671,Street DT,Free Standing,36.5457,-119.401,640 W. El Monte Way,Dinuba,CA,93618,Panda Express,eTDRtPKqSgv1hG383dz9-w
1672,Street Non-DT,End Cap,45.619,-122.6452,2510 Columbia House Boulevard,Vancouver,WA,98661,Panda Express,MEdO77mIREN6tiQ4esmRfg
1673,Street DT,End Cap,32.222,-110.9163,3587 East Broadway Road,Tucson,AZ,85716,Panda Express,j0rlSVLbW1vCnMtfFsGmYQ
1674,Street DT,Free Standing,45.4023,-122.2824,37101 Hwy 26,Sandy,OR,97055,Panda Express,DP_ojN2Fw-knurtN8eQwag
1675,Street Non-DT,End Cap,41.6085,-88.124,404 Weber Rd,Romeoville,IL,60446,Panda Express,ZWq6FOAtXDUFjE72nyU87w
1677,Street DT,Free Standing,33.3199,-111.8919,2905 West Ray Road,Chandler,AZ,85224,Panda Express,DI6WQYe8tSigjzlmMYMpkw
1678,Street Non-DT,End Cap,33.9998,-84.2837,2622 Holcomb Bridge Road,Alpharetta,GA,30022,Panda Express,kDwLxrC8Dj2RRppmO5CReg
1679,Street DT,Free Standing,27.8943,-82.3319,10250 Bloomingdale Avenue,Riverview,FL,33578,Panda Express,GTVfnPsrtcLjCS3DxC1_qQ
1680,Street Non-DT,End Cap,29.4762,-81.2159,5234 East Highway 100,Palm Coast,FL,32164,Panda Express,3qhTx3hvUyc-BODMz6JMGw
1681,Street Non-DT,End Cap,42.0411,-87.7576,5220 West Dempster,Skokie,IL,60077,Panda Express,A-6FUiNV9eauUDyBB783Gw
1682,Street Non-DT,End Cap,29.7339,-95.441,3651 Weslayan,Houston,TX,77046,Panda Express,G7l7vu5hB1bZ4QqvRIRJWQ
1683,Street Non-DT,End Cap,38.7853,-77.5167,10689 Sudley Manor Drive,Manassas,VA,20109,Panda Express,0z063LW5mg7tUrXPKmeJGg
1687,Street Non-DT,End Cap,31.4978,-97.1586,2448 West Loop 340,Waco,TX,76711,Panda Express,KfuEsk3Lf57DjTrO348zIw
1688,Street DT,End Cap,36.3474,-119.2972,1933 N. Dinuba Blvd.,Visalia,CA,93291,Panda Express,2sc4eajEh86fZpPxWEnZ5A
1689,Street DT,Free Standing,45.3974,-122.7441,17799 Sw 65th Ave.,Lake Oswego,OR,97035,Panda Express,4zC_V7zhTnmvWfzbnxABWw
1690,Street Non-DT,End Cap,33.9191,-118.0739,12327 Norwalk Blvd.,Norwalk,CA,90650,Panda Express,iMEFHsG_0lVHmJfQKuzdzA
1692,Street Non-DT,End Cap,37.933,-122.3295,4250 Macdonald Avenue,Richmond,CA,94805,Panda Express,MJkaUcbhYmLtnwoKnajJbQ
1693,Street Non-DT,End Cap,36.7182,-121.6668,1906 North Davis Road,Salinas,CA,93907,Panda Express,YKhc8a7-goQOsz-PmxMotg
1695,Street Non-DT,Free Standing,40.4247,-86.9077,138 Northwestern Ave,West Lafayette,IN,47906,Panda Express,HFEoQkAP1XNLbwZRjwGbTA
1696,Street DT,End Cap,35.462,-97.6181,500 South Macarthur,Oklahoma City,OK,73128,Panda Express,7P8bsvqPFylUU6rk3P-X5g
1697,Street Non-DT,End Cap,38.554,-121.5387,2220 Lake Washington Blvd.,West Sacramento,CA,95691,Panda Express,7NwaF3FYbo2--Cz6J4BI-Q
1698,Street DT,End Cap,33.5941,-117.2424,23861 Clinton Keith Road,Wildomar,CA,92595,Panda Express,ExRz-3-EIkp9RUX_sv6pZw
1699,Mall,Food Court,32.6542,-117.0651,3030 Plaza Bonita Fc-4,National City,CA,91950,Panda Express - Temporarily Closed,TTUX_KBKCRKBQBTLSrD2SQ
170,Mall,Food Court,35.1079,-106.5742,6600 Menaul Blvd. N.e. #40-1,Albuquerque,NM,87110,Panda Express - Temporarily Closed,vhkRMwzHojbZSDoTqFptOA
1700,Street Non-DT,End Cap,34.036,-117.9126,"2260 South Azusa, Suite D",West Covina,CA,91792,Panda Express,JVdbv1ymdT_Bds_AEJsPAQ
1701,Street DT,Free Standing,21.2973,-157.8377,1505 S. King St.,Honolulu,HI,96826,Panda Express,a1TTKkQqmdVH9-rOxButIA
1702,Street Non-DT,End Cap,42.3613,-122.8598,1750 Delta Waters Road,Medford,OR,97504,Panda Express,HJ6qbU24wZspIt79ScEfPw
1704,Street Non-DT,Free Standing,36.7071,-119.574,2590 Jensen Avenue,Sanger,CA,93657,Panda Express,A-An5cC-ol0WmnH0XPe9gw
1706,Street Non-DT,End Cap,34.26,-118.3126,8231 Foothill Blvd,Sunland,CA,91040,Panda Express,TZAbyDwBEbZDDZxqHDO9TQ
1707,Mall,Food Court,18.4798,-66.7716,506 Truncado Street,Hatillo,PR,659,,
1708,Street DT,Free Standing,47.6434,-117.5757,11930 West Sunset Hwy,Airway Heights,WA,99001,Panda Express,aSsfJZKTGOrfClYYMU8rcg
1709,Street Non-DT,End Cap,47.3595,-122.6045,4904 Borgen Blvd.,Gig Harbor,WA,98335,Panda Express,OMSrLlB2U6typwoXZyKcGg
171,Street Non-DT,End Cap,33.9859,-118.4398,4325 Glencoe Ave #c4,Marina Del Rey,CA,90292,Panda Express,zsM22vopEUbcQobQNMhS5w
1710,Street DT,Free Standing,35.0707,-78.9634,585 Cross Creek Mall,Fayetteville,NC,28303,Panda Express,GUu1p872xxxTFUfnHQKF_Q
1711,Street Non-DT,End Cap,35.6513,-97.4612,309 South Bryant,Edmond,OK,73034,Panda Express,wG3MDylVS4vAtKu0DVDb9A
1713,Theme Park,Food Court,28.4731,-81.462,6000 Universal Blvd,Orlando,FL,32819,Panda Express - Temporarily Closed,9Y9GtujSqx09n0NZOZtADA
1714,Street Non-DT,End Cap,37.6088,-120.9392,1507 Mitchell Road,Ceres,CA,95307,Panda Express,3MTINS4DkY-5cQH6RmdwyA
1715,Street DT,Free Standing,31.0737,-97.665,201 E. Central Texas,Harker Heights,TX,76548,Panda Express,T7v_bCt1D4hBfbRTkSKqNA
1716,Street DT,Free Standing,39.126,-94.8346,10950 Stadium Parkway,Kansas City,KS,66111,Panda Express,sdUpYrCBCsUobH0yF1dIBQ
1717,Casino,Food Court,36.292,-115.1807,7300 Aliante Pkwy.,North Las Vegas,NV,89084,Panda Express - Temporarily Closed,fyBRBuzx_F00INwZ6W_G_g
1718,Street Non-DT,End Cap,41.5216,-88.1423,2410 West Jefferson Street,Joliet,IL,60436,Panda Express,DfvU-ypPOY_b4wgk-6xNnw
1719,Mall,Food Court,38.7734,-121.2693,1151 Galleria Blvd.,Roseville,CA,95678,Panda Express - Temporarily Closed,35qYurvu1W1Oq0ffw0wdVw
1720,Street DT,End Cap,36.0342,-115.2054,4720 Blue Diamond Road,Las Vegas,NV,89139,Panda Express,s9zNmeJIu83WVL56QNLD2A
1721,Street DT,Free Standing,29.7344,-95.6243,2552 Eldridge Parkway,Houston,TX,77082,Panda Express,_Db-RtKhTOZ9xLkitGNIpg
1722,Street Non-DT,End Cap,41.8669,-87.8832,100 S. Mannheim Rd.,Hillside,IL,60162,Panda Express,LSqwZBdABBkOfWajeyxpGA
1724,Street Non-DT,End Cap,21.3299,-158.0864,480 Kamokila Blvd.,Kapolei,HI,96707,Panda Express,PLGqPq8WrH6bvBzunDU57g
1725,Street DT,Free Standing,46.5739,-120.4889,1915 South First Street,Yakima,WA,98902,Panda Express,Ju-N-alZZ5F1gB87oygEhA
1728,Street Non-DT,In Line,19.6501,-156.0044,74-5450 E110 Makala Blvd.,Kailua Kona,HI,96740,Panda Express,jzXGD-jMU_sRbjuNPTUevw
1729,Street Non-DT,In Line,34.0435,-118.0321,1818 S. Durfee Ave.,South El Monte,CA,91733,Panda Express,wvcrVJUt8OM8jPhJZTW40A
1730,Street Non-DT,End Cap,39.5062,-119.7985,395 E. Plumb Lane,Reno,NV,89502,Panda Express,8ctpggLquO-FGvrLfbByjA
1731,Street Non-DT,End Cap,30.2871,-81.4635,13460 Beach Blvd,Jacksonville,FL,32224,Panda Express,s_pPOKOScfqU_uea-qztew
1732,Street DT,Free Standing,44.2943,-121.1719,455 Nw Oak Tree Lane,Redmond,OR,97756,Panda Express,WYbSZyjTryd55ebwLvIWNg
