STORE ID,VENUE,SUB VENUE,Lat,Lng,Address,CITY,STATE,ZIP
1680,Street Non-DT,End Cap,29.4762,-81.2159,5234 East Highway 100,Palm Coast,FL,32164
1681,Street Non-DT,End Cap,42.0411,-87.7576,5220 West Dempster,Skokie,IL,60077
1682,Street Non-DT,End Cap,29.7339,-95.441,3651 Weslayan,Houston,TX,77046
1683,Street Non-DT,End Cap,38.7853,-77.5167,10689 Sudley Manor Drive,Manassas,VA,20109
1687,Street Non-DT,End Cap,31.4978,-97.1586,2448 West Loop 340,Waco,TX,76711
1688,Street DT,End Cap,36.3474,-119.2972,1933 N. Dinuba Blvd.,Visalia,CA,93291
1689,Street DT,Free Standing,45.3974,-122.7441,17799 Sw 65th Ave.,Lake Oswego,OR,97035
1690,Street Non-DT,End Cap,33.9191,-118.0739,12327 Norwalk Blvd.,Norwalk,CA,90650
1692,Street Non-DT,End Cap,37.933,-122.3295,4250 Macdonald Avenue,Richmond,CA,94805
1693,Street Non-DT,End Cap,36.7182,-121.6668,1906 North Davis Road,Salinas,CA,93907
1695,Street Non-DT,Free Standing,40.4247,-86.9077,138 Northwestern Ave,West Lafayette,IN,47906
1696,Street DT,End Cap,35.462,-97.6181,500 South Macarthur,Oklahoma City,OK,73128
1697,Street Non-DT,End Cap,38.554,-121.5387,2220 Lake Washington Blvd.,West Sacramento,CA,95691
1698,Street DT,End Cap,33.5941,-117.2424,23861 Clinton Keith Road,Wildomar,CA,92595
1699,Mall,Food Court,32.6542,-117.0651,3030 Plaza Bonita Fc-4,National City,CA,91950
170,Mall,Food Court,35.1079,-106.5742,6600 Menaul Blvd. N.e. #40-1,Albuquerque,NM,87110
1700,Street Non-DT,End Cap,34.036,-117.9126,"2260 South Azusa, Suite D",West Covina,CA,91792
1701,Street DT,Free Standing,21.2973,-157.8377,1505 S. King St.,Honolulu,HI,96826
1702,Street Non-DT,End Cap,42.3613,-122.8598,1750 Delta Waters Road,Medford,OR,97504
1704,Street Non-DT,Free Standing,36.7071,-119.574,2590 Jensen Avenue,Sanger,CA,93657
1706,Street Non-DT,End Cap,34.26,-118.3126,8231 Foothill Blvd,Sunland,CA,91040
1707,Mall,Food Court,18.4798,-66.7716,506 Truncado Street,Hatillo,PR,659
1708,Street DT,Free Standing,47.6434,-117.5757,11930 West Sunset Hwy,Airway Heights,WA,99001
1709,Street Non-DT,End Cap,47.3595,-122.6045,4904 Borgen Blvd.,Gig Harbor,WA,98335
171,Street Non-DT,End Cap,33.9859,-118.4398,4325 Glencoe Ave #c4,Marina Del Rey,CA,90292
1710,Street DT,Free Standing,35.0707,-78.9634,585 Cross Creek Mall,Fayetteville,NC,28303
1711,Street Non-DT,End Cap,35.6513,-97.4612,309 South Bryant,Edmond,OK,73034
1713,Theme Park,Food Court,28.4731,-81.462,6000 Universal Blvd,Orlando,FL,32819
1714,Street Non-DT,End Cap,37.6088,-120.9392,1507 Mitchell Road,Ceres,CA,95307
1715,Street DT,Free Standing,31.0737,-97.665,201 E. Central Texas,Harker Heights,TX,76548
1716,Street DT,Free Standing,39.126,-94.8346,10950 Stadium Parkway,Kansas City,KS,66111
1717,Casino,Food Court,36.292,-115.1807,7300 Aliante Pkwy.,North Las Vegas,NV,89084
1718,Street Non-DT,End Cap,41.5216,-88.1423,2410 West Jefferson Street,Joliet,IL,60436
1719,Mall,Food Court,38.7734,-121.2693,1151 Galleria Blvd.,Roseville,CA,95678
1720,Street DT,End Cap,36.0342,-115.2054,4720 Blue Diamond Road,Las Vegas,NV,89139
1721,Street DT,Free Standing,29.7344,-95.6243,2552 Eldridge Parkway,Houston,TX,77082
1722,Street Non-DT,End Cap,41.8669,-87.8832,100 S. Mannheim Rd.,Hillside,IL,60162
1724,Street Non-DT,End Cap,21.3299,-158.0864,480 Kamokila Blvd.,Kapolei,HI,96707
1725,Street DT,Free Standing,46.5739,-120.4889,1915 South First Street,Yakima,WA,98902
1728,Street Non-DT,In Line,19.6501,-156.0044,74-5450 E110 Makala Blvd.,Kailua Kona,HI,96740
1729,Street Non-DT,In Line,34.0435,-118.0321,1818 S. Durfee Ave.,South El Monte,CA,91733
1730,Street Non-DT,End Cap,39.5062,-119.7985,395 E. Plumb Lane,Reno,NV,89502
1731,Street Non-DT,End Cap,30.2871,-81.4635,13460 Beach Blvd,Jacksonville,FL,32224
1732,Street DT,Free Standing,44.2943,-121.1719,455 Nw Oak Tree Lane,Redmond,OR,97756
1733,Street Non-DT,End Cap,25.4567,-80.4759,33550 South Dixie Hwy,Florida City,FL,33034
1734,Street Non-DT,End Cap,30.1397,-81.7701,901 Blanding Blvd.,Orange Park,FL,32065
1736,Street Non-DT,End Cap,27.3107,-80.4062,1782 Sw Saint Lucie West Blvd,Port Saint Lucie,FL,34986
1737,Street DT,Free Standing,39.0274,-94.2554,535 Ne Coronado Drive,Blue Springs,MO,64014
1742,Mall,Food Court,46.2264,-119.228,1321 N. Columbia Center Blvd,Kennewick,WA,99336
1745,Street Non-DT,End Cap,25.978,-80.3104,12332 Miramar Pkwy,Miramar,FL,33025
1748,Street Non-DT,End Cap,32.705,-97.3894,3140 S. Hulen Blvd.,Fort Worth,TX,76109
1749,Street Non-DT,End Cap,33.6846,-117.1748,30024 Haun Road,Menifee,CA,92584
175,University,Food Court,34.0704,-118.4441,308 Westwood Plaza,Los Angeles,CA,90024
1750,Street Non-DT,End Cap,29.9644,-95.5425,7610 W Fm 1960,Houston,TX,77070
1751,Street DT,Free Standing,29.6868,-98.1255,1008 Ih 35 S.,New Braunfels,TX,78130
1752,Street Non-DT,End Cap,25.769,-80.3379,8750 W. Flagler Street,Miami,FL,33174
1753,Street DT,Free Standing,32.8427,-97.29,5340 N. Beach St.,Haltom City,TX,76137
1754,University,Food Court,29.5845,-98.6173,One Utsa Circle,San Antonio,TX,78249
1755,Mall,In Line,42.0482,-88.0384,3 Woodfield Mall,Schaumburg,IL,60173
1756,University,End Cap,36.0011,-78.941,120 Science Drive,Durham,NC,27708
1758,Street DT,Free Standing,42.3662,-89.016,1640 West Lane Dr.,Machesney Park,IL,61115
1761,Mall,Food Court,38.6016,-121.4274,1689 Arden Way,Sacramento,CA,95815
1762,Mall,Food Court,36.1725,-115.1973,4300 Meadows Lane,Las Vegas,NV,89107
1763,Mall,In Line,37.6872,-121.0518,3401 Dale Rd.,Modesto,CA,95356
1764,Mall,Food Court,34.1349,-118.051,400 South Baldwin Ave,Arcadia,CA,91007
1765,Mall,Food Court,32.768,-117.1656,7007 Friars Rd,San Diego,CA,92108
1768,Street DT,Free Standing,37.3438,-120.6146,1531 Bell Dr.,Atwater,CA,95301
1769,Street DT,Free Standing,34.4798,-114.3487,205 N. Lake Havasu Ave.,Lake Havasu City,AZ,86403
1770,Street Non-DT,End Cap,30.3031,-81.758,6752 Normandy Blvd.,Jacksonville,FL,32205
1771,Street DT,Free Standing,35.4936,-97.55,2201 Nw 23rd St.,Oklahoma City,OK,73107
1772,Street DT,Free Standing,30.2543,-81.5349,4897 Town Center Parkway,Jacksonville,FL,32246
1773,University,Food Court,35.3094,-83.1837,160 W. University Way #112,Cullowhee,NC,28723
1774,Street Non-DT,End Cap,38.4965,-121.433,6013 Florin Rd,Sacramento,CA,95823
1775,Street Non-DT,End Cap,39.9719,-86.1542,1430 West Carmel Drive,Carmel,IN,46032
1776,Street DT,Free Standing,29.8431,-97.9697,2850 S Ih35,San Marcos,TX,78666
1778,University,Food Court,41.3125,-105.586,1000 E University Ave,Laramie,WY,82071
1779,Street DT,Free Standing,39.1845,-94.576,"4901 North Oak Trafficway, Lot 4",Kansas City,MO,64118
178,Store in Store,Food Court,33.8672,-117.7516,8010 Santa Ana Canyon Rd.,Anaheim,CA,92808
1780,Street DT,Free Standing,34.5458,-112.4676,170 E. Sheldon Street,Prescott,AZ,86301
1781,University,Food Court,39.5441,-119.8159,"Joe Crowley Student Union, 1664 N. Virginia St",Reno,NV,89503
1782,Street Non-DT,End Cap,37.6978,-121.8747,4001 Santa Rita Rd.,Pleasanton,CA,94588
1783,Street Non-DT,End Cap,38.8849,-94.8356,299 North K-7 Highway,Olathe,KS,66061
1784,Street Non-DT,End Cap,29.6909,-95.4158,8505 Main Street,Houston,TX,77025
1785,Street Non-DT,End Cap,29.5175,-98.5063,834 Nw Loop 410,San Antonio,TX,78216
1786,Street Non-DT,End Cap,35.9447,-86.8188,3058 Mallory Lane,Franklin,TN,37067
1787,Mall,Food Court,37.6994,-122.1233,15555 E 14th St,San Leandro,CA,94578
1788,Street Non-DT,End Cap,37.5442,-121.9831,39429 Fremont Boulevard,Fremont,CA,94538
1789,Street Non-DT,End Cap,31.7772,-106.5039,2725 N. Mesa,El Paso,TX,79902
1790,Street DT,Free Standing,38.7057,-120.8305,4280 Missouri Flat Road,Placerville,CA,95667
1792,Street Non-DT,End Cap,45.403,-122.7971,16230 Sw Pacific Hwy,Tigard,OR,97224
1793,Street Non-DT,End Cap,38.6743,-76.875,15902 Crain Hwy,Brandywine,MD,20613
1794,Street Non-DT,End Cap,30.1874,-81.7352,1907 Well Road,Orange Park,FL,32073
1795,Street DT,Free Standing,40.7436,-89.6297,2316 W. War Memorial Dr,Peoria,IL,61613
1796,Street DT,Free Standing,28.5111,-81.4596,2972 S. Kirkman Road,Orlando,FL,32811
1797,Street DT,Free Standing,32.669,-114.4951,3275 S. Avenue 8e,Yuma,AZ,85364
1798,Street Non-DT,End Cap,33.3045,-111.9946,4025 E. Chandler Blvd.,Phoenix,AZ,85048
1799,Street Non-DT,End Cap,36.7304,-119.8006,1115 Fresno Street,Fresno,CA,93706
1800,Street DT,Free Standing,32.5176,-97.3503,1621 Sw Wilshire Blvd,Burleson,TX,76028
1801,Street Non-DT,End Cap,34.1812,-84.133,905 Market Place Blvd.,Cumming,GA,30041
1802,Street DT,Free Standing,41.2916,-96.1788,16920 Evans Plaza,Omaha,NE,68116
1803,Street DT,Free Standing,41.2347,-96.1909,17627 Gold Plaza,Omaha,NE,68130
1805,Street Non-DT,End Cap,42.5662,-87.9282,9800 76 Th St.,Pleasant Prairie,WI,53158
1808,Street DT,Free Standing,36.0613,-95.8671,9815 E. 71st St.,Tulsa,OK,74133
1811,Mall,Food Court,33.9854,-118.3951,6000 Sepulveda Blvd,Culver City,CA,90230
1813,Street Non-DT,End Cap,40.8141,-74.0135,2100 88th Street,North Bergen,NJ,7047
1814,Street DT,Free Standing,36.5759,-119.626,2785 Floral Ave,Selma,CA,93662
1815,Street Non-DT,End Cap,30.3168,-95.4748,1312 West Davis St,Conroe,TX,77304
1816,Street Non-DT,End Cap,30.2191,-81.5547,9971 Baymeadows Rd,Jacksonville,FL,32256
1818,Street DT,Free Standing,32.6063,-97.1172,1351 E. Debbie Lane,Mansfield,TX,76063
1819,Mall,In Line,32.9299,-96.8198,13350 Dallas Parkway,Dallas,TX,75240
1820,Street DT,End Cap,29.3758,-98.4578,4248 S New Braunfels Ave,San Antonio,TX,78223
1821,Street Non-DT,End Cap,38.593,-90.5056,101 Highlands Blvd,Manchester,MO,63011
1822,Street DT,Free Standing,36.1329,-95.9235,4728 East 21st Street,Tulsa,OK,74114
1824,Street DT,Free Standing,43.4874,-111.9836,1151 S. 25th E.,Ammon,ID,83406
1825,Street DT,Free Standing,34.6615,-120.458,1405 N. H Street,Lompoc,CA,93436
1826,Street Non-DT,End Cap,45.5061,-122.9581,2275 Se Tualatin Valley Hwy,Hillsboro,OR,97123
1827,Street DT,Free Standing,34.7218,-112.0015,2160 AZ-89A,Cottonwood,AZ,86326
1828,Street DT,End Cap,31.5599,-110.2579,480 N. Highway 90 Bypass,Sierra Vista,AZ,85635
1829,University,Food Court,33.6316,-117.8318,A232 Student Center,Irvine,CA,92697
183,Mall,Food Court,38.4381,-122.7155,2107 Santa Rosa Plaza,Santa Rosa,CA,95401
1830,Airport,Food Court,35.0483,-106.6164,2200 Sunport Blvd. Se,Albuquerque,NM,87106
1833,Street Non-DT,End Cap,42.2262,-88.3019,5260 Us-14,Crystal Lake,IL,60014
1835,Street DT,Free Standing,36.9743,-120.0791,1900 Cleveland Ave,Madera,CA,93637
1836,Street Non-DT,End Cap,44.8342,-93.1537,"1270 Promenade Place, Suite 150",Eagan,MN,55120
1837,Street DT,Free Standing,32.1854,-110.9686,3398 South 6th Avenue,Tucson,AZ,85713
1838,Street Non-DT,End Cap,39.1449,-84.6214,6180 Glenway Avenue,Cincinnati,OH,45211
1839,Street Non-DT,Free Standing,36.0653,-95.7752,1314 E. Hillside Dr,Broken Arrow,OK,74012
1840,Street Non-DT,End Cap,40.5496,-74.4258,5030 Hadley Center Drive,South Plainfield,NJ,7080
1841,Street Non-DT,End Cap,33.8186,-117.9417,"927 South Euclid St., A",Anaheim,CA,92802
1846,Street DT,Free Standing,35.9795,-86.565,150 Movie Row,Smyrna,TN,37167
1848,Street Non-DT,End Cap,36.8361,-119.9124,6733 N. Riverside Dr.,Fresno,CA,93722
1849,Street DT,Free Standing,32.6484,-96.8668,39718 Lbj Fwy,Dallas,TX,75237
1850,Street Non-DT,End Cap,40.0361,-85.9943,"17055 Mercantile, Unit 14",Noblesville,IN,46060
1851,Street Non-DT,End Cap,29.6422,-98.455,21025 U.s. Hwy 281 N,San Antonio,TX,78258
1852,Airport,Food Court,28.4276,-81.3142,9333 Orlando International Airport Tram,Orlando,FL,32827
1854,Street DT,Free Standing,32.9561,-96.818,15204 Montfort Dr,Dallas,TX,75248
1855,Street Non-DT,End Cap,37.3404,-121.9064,567 Coleman Ave.,San Jose,CA,95110
1856,Street Non-DT,End Cap,33.9171,-117.9009,"101 W. Imperial Hwy, G",Brea,CA,92821
1857,Street DT,Free Standing,41.2215,-95.8352,3805 Denmark Dr.,Council Bluffs,IA,51501
1858,Street DT,Free Standing,45.4551,-122.5797,9425 Se 82nd Ave.,Happy Valley,OR,97086
186,Street Non-DT,End Cap,21.2835,-157.7118,333 Keahole St. #2c1,Honolulu,HI,96825
1860,Street Non-DT,End Cap,36.9621,-122.0444,2121 Mission Street,Santa Cruz,CA,95060
1861,Street DT,Free Standing,38.3629,-121.968,1450 E. Monte Vista Ave,Vacaville,CA,95688
1862,Street Non-DT,End Cap,34.9213,-120.433,236 E. Betteravia Rd,Santa Maria,CA,93454
1864,Street Non-DT,End Cap,36.1061,-86.7635,2534 Powell Ave,Nashville,TN,37204
1865,Street Non-DT,In Line,37.485,-122.2321,1023 El Camino Real.,Redwood City,CA,94063
1866,Mall,Food Court,21.3854,-157.9416,98-1005 Moanalua Rd,Aiea,HI,96701
1868,Street DT,Free Standing,41.1711,-96.0231,8760 S. 71st Plaza,Papillion,NE,68133
1869,Street DT,Free Standing,41.1357,-85.162,6205 Lima Rd.,Fort Wayne,IN,46818
187,Street Non-DT,End Cap,34.0276,-118.5005,804 Montana Ave.,Santa Monica,CA,90403
1870,University,Food Court,29.646,-82.3477,655 Reitz Union Drive,Gainesville,FL,32611
1871,Street DT,Free Standing,33.1291,-96.6512,340 E Stacy Rd,Allen,TX,75002
1872,Street DT,Free Standing,30.4655,-97.598,18600 Limestone Commercial Dr,Pflugerville,TX,78660
1873,Street DT,Free Standing,30.4495,-84.3053,1410 West Tennessee St,Tallahassee,FL,32304
1874,Street DT,Free Standing,28.0549,-82.4325,2214 E. Fowler St,Tampa,FL,33612
1875,Street Non-DT,End Cap,44.7325,-93.2223,7735 150th St.,Apple Valley,MN,55124
1876,Casino,Food Court,33.7578,-97.132,777 Casino Ave.,Thackerville,OK,73459
1877,Casino,Food Court,35.1811,-97.5005,1544 W State Highway 9,Norman,OK,73072
1878,Mall,Food Court,41.8914,-87.625,520 N. Michigan Avenue.,Chicago,IL,60611
1879,Street DT,Free Standing,30.5551,-97.6905,111 University Oaks Blvd,Round Rock,TX,78664
1881,Street DT,Free Standing,46.5853,-120.5977,6560 West Nob Hill Boulevard,Yakima,WA,98908
1882,Street DT,Free Standing,34.5257,-117.2188,20290 Us Highway 18.,Apple Valley,CA,92307
1883,Street DT,Free Standing,31.7553,-106.2669,1820 Joe Battle Blvd,El Paso,TX,79936
1884,Street DT,Free Standing,42.997,-88.0477,2611 S 108th St,West Allis,WI,53227
1885,Street Non-DT,End Cap,40.5054,-88.9539,312-1 South Veterans Parkway,Normal,IL,61761
1886,Street DT,Free Standing,32.3497,-110.9747,7848 N. Oracle Road,Oro Valley,AZ,85704
1887,Street DT,Free Standing,46.0328,-118.3801,1721 Se Meadowbrook Blvd.,College Place,WA,99324
1888,Street DT,Free Standing,39.9268,-86.0217,8255 E. 96th Street,Indianapolis,IN,46256
1889,Military,In Line,33.2217,-117.3862,20845 Pacific Plaza,Camp Pendleton,CA,92055
1890,University,Food Court,30.4126,-91.1771,Louisana State University,Baton Rouge,LA,70803
1891,University,Food Court,34.0205,-118.2862,3607 Trousdale Pkwy,Los Angeles,CA,90089
1892,Military,Food Court,32.6899,-117.1283,2260 Callagan Hwy,San Diego,CA,92136
1893,Hospital,Food Court,34.0607,-118.2058,1969 Zonal Ave.,Los Angeles,CA,90006
1894,University,Food Court,38.5635,-121.4282,6000 J Street,Sacramento,CA,95819
1896,Mall,Food Court,34.0851,-117.2976,500 Inland Center Drive.,San Bernardino,CA,92408
1897,Street Non-DT,End Cap,39.7813,-86.1705,645 Oscar Robertson Blvd,Indianapolis,IN,46202
1898,Street Non-DT,End Cap,32.2513,-110.8402,7111 E. Tanque Verde,Tucson,AZ,85715
190,Mall,In Line,38.9174,-77.2209,7941 L Tyson Comer Center,Mclean,VA,22102
1900,Street DT,Free Standing,29.8507,-95.5054,5767 Hollister St,Houston,TX,77040
1901,Street Non-DT,Free Standing,38.7791,-77.1886,7040 Old Keene Mill Rd,Springfield,VA,22150
1902,Mall,Food Court,33.8639,-118.0955,129 Los Cerritos Center,Cerritos,CA,90703
1903,University,Food Court,33.8791,-117.8835,800 N. State College Blvd,Fullerton,CA,92831
1904,University,Food Court,38.5635,-121.4282,6000 J Street.,Sacramento,CA,95819
1905,Street Non-DT,End Cap,34.2081,-118.5096,17276 Saticoy St.,Van Nuys,CA,91406
1906,Street Non-DT,End Cap,42.1564,-71.202,106 Boston Providence Hwy,Walpole,MA,2081
1907,Street DT,Free Standing,34.7606,-84.9987,1521 W. Walnut Ave,Dalton,GA,30720
1908,Street DT,Free Standing,37.6787,-97.2009,11787 E. Kellogg Drive.,Wichita,KS,67207
1909,Street Non-DT,End Cap,44.8938,-93.0802,1740 S Robert St #112,West Saint Paul,MN,55118
191,Mall,Food Court,32.2891,-110.9742,4500 N Oracle Rd,Tucson,AZ,85705
1910,Military,Food Court,36.9434,-76.3095,1560 Mall Drive,Norfolk,VA,23511
1911,Street Non-DT,End Cap,47.5751,-122.1708,3938 Factoria Mall Se,Bellevue,WA,98006
1912,Store in Store,In Line,18.432,-66.5513,Afuera Ward State Road,Barceloneta,PR,617
1913,CBD,Food Court,39.9546,-75.1685,1701 John F Kennedy Blvd,Philadelphia,PA,19103
1914,Street Non-DT,End Cap,44.8611,-93.3075,7823 Southtown Dr,Bloomington,MN,55431
1915,Street Non-DT,End Cap,42.1043,-87.8128,2145 Willow Road,Glenview,IL,60025
1916,Mall,Food Court,41.2294,-73.2265,5065 Main Street.,Trumbull,CT,6611
1918,Street DT,Free Standing,41.072,-85.2017,1414 Apple Glen Blvd.,Fort Wayne,IN,46804
1919,Street Non-DT,End Cap,35.8562,-86.4296,510 North Thompson Lane,Murfreesboro,TN,37129
1920,Street Non-DT,End Cap,32.9535,-117.2304,3525 Del Mar Heights Rd.,San Diego,CA,92130
1922,Street DT,Free Standing,30.0037,-90.1708,3850 Veterans Memorial Blvd.,Metairie,LA,70002
1923,Street Non-DT,End Cap,37.5627,-122.2809,2011 Chess Dr.,Foster City,CA,94404
1924,Street Non-DT,Free Standing,37.4253,-122.1468,2310 El Camino Real,Palo Alto,CA,94306
1925,Street DT,Free Standing,32.7423,-96.4443,950 E. Us Highway 80,Forney,TX,75126
1926,Street DT,Free Standing,18.3338,-65.658,"Carretera 3, Km 45.4 Cll Marginal",Fajardo,PR,738
1927,Hospital,Food Court,29.6402,-82.3439,1600 Sw Archer Road,Gainesville,FL,32611
1928,Street DT,Free Standing,33.4951,-112.0613,998 E Indian School Rd,Phoenix,AZ,85014
1929,Street DT,Free Standing,41.6436,-93.5064,3640 8th St Sw,Altoona,IA,50009
1930,Street DT,Free Standing,25.9696,-97.5148,4435 N. Expressway,Brownsville,TX,78520
1931,Street DT,Free Standing,43.0192,-87.9679,1210 Miller Park Way,West Milwaukee,WI,53214
1932,Street Non-DT,End Cap,45.4142,-122.6311,15009 Se Mcloughlin Blvd.,Milwaukie,OR,97267
1933,Street DT,Free Standing,43.5968,-116.5146,1435 N Happy Valley Rd,Nampa,ID,83687
1934,Street DT,Free Standing,35.2375,-97.4826,1540 24th Ave Nw,Norman,OK,73069
1935,Mall,In Line,37.6957,-121.9292,One Stoneridge Mall Rd.,Pleasanton,CA,94588
1936,Street Non-DT,End Cap,37.3831,-121.8945,1704 Oakland Rd,San Jose,CA,95131
1937,Street Non-DT,In Line,37.416,-121.9546,4180 N. First St.,San Jose,CA,95134
1938,Mall,Food Court,32.2192,-110.8656,5870 East Broadway Boulevard.,Tucson,AZ,85711
1939,Mall,Food Court,30.2577,-97.8069,2901 S Capitol Of Texas Hwy,Austin,TX,78746
194,Street Non-DT,Free Standing,34.1115,-118.1501,1216 Fair Oaks Avenue,South Pasadena,CA,91030
1940,Mall,Food Court,32.8075,-96.6238,3030 Town East Mall,Mesquite,TX,75150
1941,Street Non-DT,In Line,34.2735,-118.426,13520 W. Paxton Street,Pacoima,CA,91331
1942,Street DT,End Cap,38.6703,-121.7265,2041 Bronze Star Dr.,Woodland,CA,95776
1943,Street DT,Free Standing,30.1104,-97.355,728 Hwy 71 West,Bastrop,TX,78602
1944,Mall,Food Court,40.6382,-111.8888,6191 S. State St.,Murray,UT,84107
1946,Street DT,Free Standing,30.0127,-97.863,5261 Kyle Center Dr.,Kyle,TX,78640
1947,Street Non-DT,End Cap,40.6634,-74.1069,207 Bayonne Crossing Way,Bayonne,NJ,7002
1948,Mall,Food Court,38.2642,-122.0523,1350 Travis Blvd.,Fairfield,CA,94533
1949,Street Non-DT,End Cap,32.9875,-117.076,12330 Carmel Mountain Road,San Diego,CA,92128
1950,Street Non-DT,End Cap,47.1696,-122.17,19461 State Hwy 410 East,Bonney Lake,WA,98391
1951,Mall,Food Court,33.0987,-96.811,2601 Preston Road,Frisco,TX,75034
1952,Street Non-DT,Free Standing,33.8461,-84.255,4004 Lavista Road,Tucker,GA,30084
1953,Mall,Food Court,18.3386,-66.0691,"Expresso Pr #52, Salida 4a",San Juan,PR,926
1954,Street Non-DT,In Line,42.258,-71.1678,166 Providence Hwy,Dedham,MA,2026
1955,Street DT,Free Standing,32.9421,-96.6994,507 S. Plano Rd.,Richardson,TX,75081
1956,Street DT,Free Standing,31.747,-106.3186,1434 N Lee Trevino Dr,El Paso,TX,79936
1957,Mall,Food Court,18.393,-65.9744,"Avenida Jesús M. Fragoso, Plaza Carolina",Carolina,PR,983
1959,Mall,Food Court,41.2297,-96.1348,3001 S 144th St,Omaha,NE,68144
1960,Mall,Food Court,34.2687,-119.2488,3301 E. Main St.,Ventura,CA,93003
1961,Street Non-DT,End Cap,47.4458,-122.1536,14000 Se Petrovitsky Rd.,Renton,WA,98058
1962,Street Non-DT,End Cap,45.092,-93.3811,7645 Jolly Ln,Brooklyn Park,MN,55444
1963,Street Non-DT,End Cap,43.2306,-123.3708,1122 Nw Garden Valley Blvd.,Roseburg,OR,97471
1964,Casino,In Line,36.1108,-115.1714,3663 Las Vegas Blvd S,Las Vegas,NV,89109
1965,Street DT,Free Standing,37.7329,-97.4622,2760 N Maize Rd,Wichita,KS,67205
1966,Street Non-DT,In Line,42.0227,-88.1439,2519 W. Schaumburg Rd.,Schaumburg,IL,60194
1967,Street Non-DT,End Cap,32.7436,-116.9338,12098 Fury Lane,El Cajon,CA,92019
1969,Mall,Food Court,36.8489,-76.288,300 Monticello Avenue,Norfolk,VA,23510
197,Street Non-DT,Free Standing,34.849,-117.0825,2801 Lenwood Rd,Barstow,CA,92311
1970,Street DT,Free Standing,32.68,-97.464,8656 Benbrook Blvd,Benbrook,TX,76126
1971,Street Non-DT,End Cap,35.1899,-111.6617,"1111 S. Plaza Wy, #2",Flagstaff,AZ,86001
1972,Street DT,Free Standing,30.2851,-89.7538,1638 Gause Blvd,Slidell,LA,70458
1973,Street DT,Free Standing,48.4397,-122.3437,2293 Freeway Drive,Mount Vernon,WA,98273
1974,Street DT,Free Standing,34.0335,-117.0743,33475 Yucaipa Blvd,Yucaipa,CA,92399
1975,Street Non-DT,End Cap,41.926,-87.6731,1730 W. Fullerton Ave.,Chicago,IL,60614
1976,Mall,In Line,41.6319,-93.7012,3850 Merle Hay Rd,Des Moines,IA,50310
1977,Street Non-DT,End Cap,38.6671,-90.5894,98 Thf Blvd,Chesterfield,MO,63005
1978,Street DT,End Cap,31.7032,-106.319,700 N. Zaragoza Rd,El Paso,TX,79907
1979,Street DT,Free Standing,32.4343,-97.7742,1031 E Hwy 377,Granbury,TX,76048
1980,Street DT,Free Standing,36.3696,-94.2212,319 S Walton Blvd,Bentonville,AR,72712
1981,Street DT,Free Standing,36.2937,-95.8351,12403 E 96th St. North,Owasso,OK,74055
1982,Mall,Food Court,33.9289,-116.8158,48400 Seminole Dr.,Cabazon,CA,92230
1983,Street Non-DT,End Cap,42.0111,-87.7623,7160 Carpenter Rd.,Skokie,IL,60077
1984,Street Non-DT,End Cap,41.9494,-88.0323,1070 N. Rohlwing Rd.,Addison,IL,60101
1985,Street DT,Free Standing,26.1913,-98.2068,1401 E Jackson Ave,Mc Allen,TX,78503
1986,Street DT,Free Standing,35.3176,-106.5752,540 Hwy 528,Bernalillo,NM,87004
1987,Street Non-DT,End Cap,40.9859,-111.9059,350 N. Central Ave.,Farmington,UT,84025
1988,Street DT,Free Standing,44.1042,-121.2989,63447 N Hwy 97,Bend,OR,97701
1990,Mall,Food Court,44.881,-93.3251,2294 Southdale Center,Edina,MN,55435
1991,Travel Plaza,Food Court,41.2465,-73.0101,2 Connecticut Turnpike West,Milford,CT,6460
1992,Street DT,Free Standing,26.1812,-97.7184,2005 Lincoln Ave,Harlingen,TX,78552
1993,Street DT,Free Standing,42.9101,-112.4668,4225 Yellowstone Ave.,Chubbuck,ID,83202
1994,Street DT,Free Standing,39.3522,-84.3607,7939 Tylersville Road,West Chester,OH,45069
1995,Street DT,Free Standing,28.0943,-81.9731,4163 North Us Hwy 98,Lakeland,FL,33809
1996,Street DT,Free Standing,41.5622,-93.7969,6495 Mills Civic Parkway,West Des Moines,IA,50266
1997,Street Non-DT,End Cap,38.4446,-90.3747,3880 State Route 141,Arnold,MO,63010
1998,Street DT,Free Standing,35.0253,-106.7139,3506 Coors Blvd. Sw,Albuquerque,NM,87105
2000,Street DT,Free Standing,36.3029,-86.6909,2155 Gallatin Pike N,Madison,TN,37115
2001,Street Non-DT,Free Standing,38.9418,-76.9042,6600 Annapolis Rd,Hyattsville,MD,20784
2004,Mall,In Line,38.8627,-77.3602,11941 Fair Oaks Mall,Fairfax,VA,22033
2005,Street DT,Free Standing,34.7429,-86.6753,6125 University Dr NW,Huntsville,AL,35806
2006,Street Non-DT,End Cap,37.6575,-121.8985,6774 Bernal Ave.,Pleasanton,CA,94588
2007,Military,End Cap,32.676,-117.1605,3238 Guadalcanal Rd.,San Diego,CA,92155
2009,University,Food Court,33.4548,-88.7901,198 Lee Blvd,Starkville,MS,39760
2010,University,Food Court,32.6047,-85.4849,1310 Wilmore Drive.,Auburn,AL,36849
2011,Street Non-DT,End Cap,42.5125,-92.4328,6209 University Ave,Cedar Falls,IA,50613
