,STORE ID,VENUE,SUB VENUE,Lat,Lng,Address,CITY,STATE,ZIP,business name,id,yelp_rating,price_tag,review_count,yelp_address
58,1060,Street DT,Free Standing,32.6991,-114.601,1900 East 16th St,Yuma,AZ,85365,Panda Express,z3oanuCcTPnbiJR6plp9GQ,2.5,$,26.0,1900 E 16th St
59,1061,Street DT,Free Standing,33.695,-117.3349,29255 Central Ave.,Lake Elsinore,CA,92532,Panda Express,7Y_M9oKVdSQm9xMsIVBkqA,2.5,$,96.0,29255 Central Ave
60,1062,Street Non-DT,End Cap,34.1326,-117.9857,904 Hamilton Rd,Duarte,CA,91010,Panda Express,oYHTidGkB6rwOswfRWk9hQ,3.0,$,65.0,904 Hamilton Rd
61,1064,Mall,Food Court,34.0584,-118.419,10250 Santa Monica Blvd.,Los Angeles,CA,90067,Panda Express - Temporarily Closed,R7BVV6KoI6TIysq_A1xwgg,2.5,$,52.0,10250 Santa Monica Blvd
62,1065,University,End Cap,33.4228,-111.9346,777 S. College Ave.,Tempe,AZ,85281,Panda Express - Temporarily Closed,Athxc1MbotCHRpKOPNnBuw,2.5,$,34.0,777 S College Ave
63,1066,Mall,Food Court,41.6196,-87.8488,340 Orland Square,Orland Park,IL,60462,Panda Express - Temporarily Closed,eil1ayE7ImM3kHWSUsvQ_A,2.0,$,10.0,340 Orland Square
64,1067,Street Non-DT,End Cap,36.9161,-121.7781,20 Ohlone Pkwy Space #202,Watsonville,CA,95076,Panda Express,8yG5oIoZvB_1q8lT5LM9rQ,1.5,$,77.0,20 Ohlone Pkwy
65,1068,Mall,Food Court,37.6359,-122.4188,1150 El Camino Real,San Bruno,CA,94066,Panda Express - Temporarily Closed,zE04XGUpxGgszUBPaj5daQ,2.5,$,68.0,1150 El Camino Real
66,1070,Street Non-DT,End Cap,35.6146,-120.6832,90 Niblick Road,Paso Robles,CA,93446,Panda Express,Nlb_4ORduqZH2P6NrUwqmA,2.5,$,80.0,90 Niblick Rd
67,1072,Street Non-DT,End Cap,29.4927,-98.7031,10670 Culebra Road,San Antonio,TX,78251,Panda Express,B8cbbRAwPlEcN-MUmnLM6w,2.5,$,33.0,10670 Culebra Rd
68,1073,Street DT,Free Standing,48.7714,-122.461,1000 East Sunset Drive,Bellingham,WA,98226,Panda Express,dFFQhYcCyECz3p2jZuN1mQ,2.0,$,44.0,1000 E Sunset Dr
69,1074,Street DT,Free Standing,47.2558,-122.5188,6101 6th Ave,Tacoma,WA,98406,Panda Express,587PlhS24CzdfWqh0m4qyw,2.0,$,72.0,6101 6th Ave
70,1076,Street DT,Free Standing,34.1955,-118.3489,2585 N. Hollywood Way,Burbank,CA,91505,Panda Express,LjU0E01k7joJ8XdmUImGYw,2.5,$,197.0,2585 N Hollywood Way
71,1077,Street DT,Free Standing,32.5821,-97.1343,1171 N. Hwy 287,Mansfield,TX,76063,Panda Express,S2UJUe_d8uceeEURKNRk_g,3.0,$,23.0,1171 N Hwy 287
72,1078,Street DT,Free Standing,32.3542,-111.0937,8140 N. Cortaro Road,Tucson,AZ,85743,Panda Express,1kKmTmnfDeycQRcYJA-5Zw,2.0,$,38.0,8140 N Cortaro Rd
73,1079,Street DT,Free Standing,33.3499,-111.7205,31 S. Higley Rd.,Gilbert,AZ,85296,Panda Express,0k5W44XU4uSEsPA163LKjQ,2.0,$$,41.0,31 S Higley Rd
74,108,Mall,Food Court,33.7765,-117.8703,2800 N. Main St. #912,Santa Ana,CA,92701,Panda Express - Temporarily Closed,eVHco00RdPZjYqzgV8XViQ,2.0,$,49.0,2800 N Main St
75,1080,Street DT,Free Standing,47.6646,-117.1939,15603 E. Broadway Ave,Veradale,WA,99037,Panda Express,okkQI2ieppQaRo9xKSrn8Q,2.5,$,28.0,15603 E Broadway Ave
76,1081,Street DT,Free Standing,28.4905,-81.428,4064 Millenia Blvd.,Orlando,FL,32839,Panda Express,ElWY8zpThfnoTSNma2csVA,2.5,$,39.0,4064 Millenia Blvd
77,1084,Street Non-DT,End Cap,43.5973,-116.3901,750 South Progress Ave.,Meridian,ID,83642,Panda Express,Ro-ZV1n6JDkugoJLO97d6w,3.0,$,16.0,750 S Progress Ave
78,1085,Street Non-DT,End Cap,39.6388,-104.792,16891 East Quincy Ave.#a,Aurora,CO,80012,Panda Express,bvbypdlL3lb56vD7zfi5fA,3.0,$,33.0,16891 E Quincy Avea
79,1086,Street Non-DT,End Cap,33.7016,-117.9353,"18011 Newhope Street, Suite #a",Fountain Valley,CA,92708,Panda Express,aH17n1VpMVmarWBhUNpbOg,3.0,$,103.0,18011 Newhope St Suite
80,1087,Street Non-DT,End Cap,39.8143,-94.8136,5301 North Belt Highway,Saint Joseph,MO,64506,Panda Express,i8HDegvgVFHJs0Z1R9jzvg,2.0,,9.0,5301 N Belt Hwy
81,1088,Street DT,End Cap,47.8207,-122.2887,4120 196th St SW,Lynnwood,WA,98036,Panda Express,L5mdKs4VMj1FIjFmaGD0GA,3.0,$,71.0,4120 196th St SW
82,109,Mall,Food Court,34.4734,-117.3482,14400 Bear Valley Road,Victorville,CA,92392,Panda Express - Temporarily Closed,tMIc56jiR4wSrDJPr4hT6A,3.0,$,20.0,14400 Bear Valley Rd
83,1090,Street DT,Free Standing,27.8359,-82.6821,7000 Us Highway 19 N,Pinellas Park,FL,33781,Panda Express,8fIIeyRpL-osIWF8oDGOeA,3.0,$,46.0,7000 Us Hwy 19 N
84,1091,Street DT,Free Standing,41.5989,-87.5594,1300 Torrence Ave,Calumet City,IL,60409,Panda Express,fwgJ4DmJlpW7I7HXqphrPw,2.5,$$,19.0,1300 Torrence Ave
85,1092,Street Non-DT,Free Standing,38.5612,-121.7655,1491 West Covell Blvd.,Davis,CA,95616,Panda Express,T0SSP5lUL7dJXmNB-xthQQ,2.5,$,87.0,1491 W Covell Blvd
86,1093,Street Non-DT,End Cap,36.8137,-119.7908,5347 North Blackstone Ave,Fresno,CA,93710,Panda Express,12G9SyG5piltgyvun1dY0A,3.0,$,41.0,5347 N Blackstone Ave
87,1094,Street DT,Free Standing,45.6789,-122.6665,408 Ne 78th St.,Vancouver,WA,98665,Panda Express,Z_VN4TBmTBWBJNAg3nQwdg,2.0,$,25.0,408 NE 78th St
88,1095,Street DT,Free Standing,34.2495,-84.4771,1401 Riverstone Pkwy.,Canton,GA,30114,Panda Express,BH43uzLUckJRkjtwH6xoBg,2.5,$,25.0,1401 Riverstone Pkwy
89,1097,Street Non-DT,End Cap,38.4083,-121.4478,5010 Elk Grove Blvd.,Elk Grove,CA,95758,Panda Express,mdd-I0PqZuzNMCabSNJMbg,2.5,$,74.0,5010 Elk Grove Blvd
90,1098,Street DT,Free Standing,32.5944,-117.0354,1820 Main Court,Chula Vista,CA,91911,Panda Express,YDECYaaFDvZX7A2X_zVcAg,2.5,$,166.0,1820 Main Ct
91,1099,Street DT,Free Standing,33.3782,-112.1664,5010 W. Baseline Rd.,Laveen,AZ,85339,Panda Express,njiPpJhy94Ojq91Bev6ckA,1.5,$,113.0,5010 W Baseline Rd
92,110,Mall,Food Court,40.7271,-74.0384,30-303 Mall Drive W.,Jersey City,NJ,7310,Panda Express - Temporarily Closed,qgi4PnMGekq7C5wcc6dPDg,2.5,$,47.0,30-303 Mall Dr W
93,1100,Street DT,Free Standing,39.9579,-105.1695,301 Center Drive,Superior,CO,80027,Panda Express,kwx_0oVVtYdEzQYBeBtvXw,2.5,$,27.0,301 Center Dr
94,1101,Street Non-DT,End Cap,32.5704,-97.3205,12858 South Freeway,Burleson,TX,76028,Panda Express,k-qGc2uiH_EWpAuyRWF_zQ,2.5,$,13.0,12862 S Fwy
95,1102,Street Non-DT,In Line,41.8818,-87.6266,29 East Madison,Chicago,IL,60602,Panda Express - Temporarily Closed,JwnXfTcwyIskzBqAsFI0JQ,2.5,$,35.0,29 E Madison
96,1103,Street Non-DT,End Cap,32.9565,-117.0362,13624 Poway Road,Poway,CA,92064,Panda Express,_n7lhjizVfCNoCu-3J03XA,3.0,$,69.0,13624 Poway Rd
97,1104,Mall,Food Court,27.9326,-82.325,501 Brandon Town Center Dr,Brandon,FL,33511,Panda Express - Temporarily Closed,_6BPCsncWRTAXs-8B5PAow,2.5,$,7.0,501 Brandon Town Center Dr
98,1105,Street DT,Free Standing,45.6178,-122.4766,526 Se 192 Ave.,Vancouver,WA,98683,Panda Express,sd3-kxQtpwZowBwUg3_YFg,2.5,$,54.0,526 SE 192nd Ave
99,1106,Street Non-DT,End Cap,33.8887,-117.8108,18503 Yorba Linda Blvd.,Yorba Linda,CA,92885,Panda Express,P6_1xSfnvlzrp_5Ixp_A5w,3.0,$,142.0,18503 Yorba Linda Blvd
100,1107,Street Non-DT,End Cap,39.7408,-105.0818,1509 Wadsworth Blvd.,Lakewood,CO,80214,Panda Express,fAQyvL4MFWYZVqgAMDTpUA,2.5,$,38.0,1509 Wadsworth Blvd
101,1108,Street DT,End Cap,29.8786,-95.6505,15951 Fm529,Houston,TX,77095,Panda Express,TAfYdMy0x3-YuQjqn8YPzw,2.0,$$,39.0,15951 Fm529
102,1109,Street Non-DT,Free Standing,29.9175,-95.4136,10315 North Fwy,Houston,TX,77037,Panda Express,TsL6VY4eejjQlKJ-0xCitw,2.5,$,20.0,10315 N Fwy
103,1110,Street Non-DT,End Cap,45.5769,-122.6815,1440 N. Lombard St.,Portland,OR,97217,Panda Express,kdE-W80aUZev6sLEfOLvYw,3.0,$,39.0,1440 N Lombard St
104,1113,Street Non-DT,End Cap,37.6089,-122.0651,30158 Industrial Parkway,Hayward,CA,94544,Panda Express,ALNyKEo87Tsorz8-OJDauQ,2.5,$,127.0,30158 Industrial Pkwy
105,1114,Casino,Food Court,36.1564,-115.3336,11011 W. Charleston Blvd,Las Vegas,NV,89135,Panda Express,wKI0q-WkPi0N3Mk_T3frmQ,2.5,$,30.0,11011 W Charleston Blvd
106,1115,Street Non-DT,End Cap,45.5397,-122.8669,2785 Nw Town Center Drive,Hillsboro,OR,97006,Panda Express,#NAME?,,,,
107,1117,Street DT,Free Standing,33.3961,-84.744,1015 Bullsboro Rd.,Newnan,GA,30265,Panda Express,0-hhtxjr-mF6MiKln6DaaA,2.5,$,24.0,1015 Bullsboro Rd
108,112,Mall,Food Court,37.7279,-122.4771,3251 20th Ave. #250h,San Francisco,CA,94132,Panda Express - Temporarily Closed,rBwaN3XeaCQGUH1RLgo0tQ,3.0,$,93.0,3251 20th Ave
109,1121,Street DT,Free Standing,33.8031,-84.1933,6006 Memorial Drive,Stone Mountain,GA,30083,Panda Express,p4CWHGcqTo4yXl5PW0i1rw,3.0,$,16.0,6006 Memorial Dr
110,1122,Street DT,Free Standing,33.8835,-84.4752,2654 Spring Road,Smyrna,GA,30080,Panda Express,LQPi5Wr18G0iK0uMUe82pw,2.5,$,52.0,2654 Spring Rd
111,1124,University,In Line,42.2913,-83.7174,2101 Bonisteel,Ann Arbor,MI,48109,Panda Express - Temporarily Closed,AdozZzKG6_GRKaUWxyo6eg,2.0,$,9.0,2101 Bonisteel Blvd
112,1125,Street Non-DT,End Cap,32.7966,-116.9626,190 North Magnolia Ave.,El Cajon,CA,92020,Panda Express,gmSaL3-9Zeh-wxPk_wbh1g,2.5,$,50.0,190 N Magnolia Ave
113,1127,Mall,Food Court,38.8434,-104.76299999999999,750 Citadel Drive East,Colorado Springs,CO,80909,Panda Express - Temporarily Closed,#NAME?,,,,
114,1128,Street Non-DT,End Cap,34.28,-118.8666,840 East Los Angeles Ave,Moorpark,CA,93021,Panda Express,Qkf1PpKUoAb2F5eU5tuEwQ,3.5,$,48.0,840 W Los Angeles Ave
115,1129,Street DT,Free Standing,36.054,-115.1716,7470 S. Las Vegas Blvd,Las Vegas,NV,89123,Panda Express,axfGq2ooUSB9MpL1RQTmeQ,2.0,$,70.0,7470 S Las Vegas Blvd
116,113,Mall,Food Court,35.3375,-119.035,2701 Ming Ave.,Bakersfield,CA,93304,Panda Express - Temporarily Closed,y3wMzmaTURW_Q0_OahFK0w,3.0,$$,13.0,2701 Ming Ave
117,1130,Street DT,End Cap,33.4429,-84.3232,11481 Tara Blvd,Lovejoy,GA,30250,Panda Express,pEivdclsLp1xS1dkiEz-Kw,3.0,$,14.0,11481 Tara Blvd
118,1132,Street DT,Free Standing,43.6654,-116.2801,6675 N. Glenwood St.,Garden City,ID,83714,Panda Express,f0Vqfu1dKzWE0QRnJHO3-A,3.5,$$$$,19.0,6675 N Glenwood St
119,1134,Casino,In Line,36.2016,-115.1952,2400 North Rancho Drive,Las Vegas,NV,89130,Panda Express - Temporarily Closed,Cs6RyYQPnZechPUqqUr9mA,3.0,,2.0,2400 N Rancho Dr
120,1135,Street DT,Free Standing,33.9848,-84.4262,4275 Ne Roswell Rd.,Marietta,GA,30062,Panda Express,4zFhYyNVqvGaZEei_UVpTg,3.0,$$,31.0,4275 NE Roswell Rd
121,1136,Store in Store,Food Court,40.239000000000004,-76.9339,3301 Trindle Rd.,Camp Hill,PA,17011,Panda Express,w8AIjpKf4RVc5EMoCqgVOQ,3.0,,8.0,3301 Trindle Rd
122,1137,Street DT,End Cap,38.7504,-121.3087,3981 Foothills Blvd,Roseville,CA,95747,Panda Express,B7xrklIMIhhC-pZ5jHCrCw,2.0,$,135.0,3981 Foothills Blvd
123,1138,Street Non-DT,End Cap,37.9449,-122.0569,2380 Monument Boulevard,Pleasant Hill,CA,94523,Panda Express,#NAME?,,,,
124,1139,Street DT,Free Standing,45.5511,-122.9008,21895 Nw Imbrie,Hillsboro,OR,97124,Panda Express,aHOuanSdUY2cUW3y2hgxUw,3.0,$,41.0,21895 NW Imbrie
125,114,Store in Store,Food Court,34.1251,-118.0577,745 W. Naomi Avenue,Arcadia,CA,91006,Panda Express,uG2uQbO4lSBvd_2dHrnyjg,3.0,$,44.0,745 W Naomi Ave
126,1140,Street DT,Free Standing,28.5231,-81.5878,3154 Daniels Road,Winter Garden,FL,34787,Panda Express,o25VSH3MupXYIn3srTgtpA,2.5,$,49.0,3154 Daniels Rd
127,1141,Street DT,Free Standing,33.6999,-117.8352,2190 Barranca Pkwy,Irvine,CA,92606,Panda Express,m83a_V80kAOdx31bZ0NNjw,2.5,$,248.0,2190 Barranca Pkwy
128,1142,Street DT,Free Standing,33.936,-117.2785,12610 Day Street,Moreno Valley,CA,92553,Panda Express,dQZgZF_kc9BIO3sOav6Maw,2.0,$,146.0,12610 Day St
129,1143,Street DT,Free Standing,38.875,-121.3033,105 Ferrari Ranch Road,Lincoln,CA,95648,Panda Express,GZtW5QXgQ2HY2MYT1ul4mA,2.0,$,67.0,105 Ferrari Ranch Rd
130,1145,Street DT,Free Standing,34.0627,-117.2221,2005 W. Redlands Blvd.,Redlands,CA,92373,Panda Express,RRvLP-9FCLmBiupeigDSKA,2.5,$$,113.0,2005 W Redlands Blvd
131,1146,Street DT,Free Standing,29.6968,-95.29799999999999,1250 Gulfgate Center Mall,Houston,TX,77087,Panda Express,o1SyD87V2tZUwV9rT3PDxw,2.0,$,42.0,1250 Gulfgate Center Mall
132,1147,Street Non-DT,End Cap,33.7426,-116.3044,42175 Washington St.,Palm Desert,CA,92211,Panda Express,z0aykV86WigtLhejyj-l-Q,2.5,$,51.0,42175 Washington St
133,1148,Street DT,Free Standing,40.0834,-82.4283,1295 North 21st Street,Newark,OH,43055,Panda Express,#NAME?,,,,
134,1149,CBD,In Line,41.8849,-87.6231,130 East Randolph,Chicago,IL,60601,Panda Express - Temporarily Closed,XyMQC5C_EkXDX-2UJxMh5Q,3.5,$,19.0,130 E Randolph
135,1151,Street DT,Free Standing,32.6708,-97.2016,4661 Little Road,Arlington,TX,76017,Panda Express,ACU1OfcSEPLI6G7ema_fww,2.0,$$,34.0,4661 Little Rd
