,zip_code,yelp_rating,price_tag,review_count,lat,lng,name,storeid,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Unemployment,city_name,state_name
1397,75150,2.5,$$,101.0,32.818555,-96.630881,Red Lobster,591,62452,32.2,52439,23139,8351,1793,MESQUITE,TX
1398,91331,2.0,$,89.0,34.2735,-118.426,Panda Express,754,105799,33.1,60360,18397,18401,3768,PACOIMA,CA
1399,91331,3.0,,20.0,34.2332,-118.4396,Panda Express,1706,105799,33.1,60360,18397,18401,3768,PACOIMA,CA
1400,95776,2.0,$,110.0,38.6703,-121.7265,Panda Express,755,23375,33.2,77699,29937,3157,481,WOODLAND,CA
1401,78602,2.0,$,30.0,30.1104,-97.355,Panda Express,756,27958,41.3,63160,27513,2230,538,BASTROP,TX
1402,84107,3.0,$,6.0,40.6382,-111.8888,Panda Express,757,33978,33.2,53965,28052,4050,912,SALT LAKE CITY,UT
1403,84107,2.5,$,31.0,40.6435,-111.8894,Panda Express,1915,33978,33.2,53965,28052,4050,912,SALT LAKE CITY,UT
1404,84107,3.0,$,49.0,40.6597349,-111.8878451,Chipotle,2394,33978,33.2,53965,28052,4050,912,SALT LAKE CITY,UT
1405,84107,3.0,$$,109.0,40.632109,-111.881991,Red Lobster,639,33978,33.2,53965,28052,4050,912,SALT LAKE CITY,UT
1406,78640,3.0,$,48.0,30.0127,-97.863,Panda Express,758,56645,31.8,72474,26794,5419,1343,KYLE,TX
1407,7002,3.5,$,31.0,40.6634,-74.1069,Panda Express,759,65300,38.0,59924,31329,9032,2051,BAYONNE,NJ
1408,94533,1.5,,20.0,38.2642,-122.0523,Panda Express,760,75635,34.2,67442,28050,8724,3022,FAIRFIELD,CA
1409,94533,2.0,$,61.0,38.289,-122.0337,Panda Express,1842,75635,34.2,67442,28050,8724,3022,FAIRFIELD,CA
1410,94533,2.5,$,55.0,38.2597,-122.0588,Panda Express,2010,75635,34.2,67442,28050,8724,3022,FAIRFIELD,CA
1411,94533,2.5,$,339.0,38.2616333,-122.0584716,Chipotle,249,75635,34.2,67442,28050,8724,3022,FAIRFIELD,CA
1412,94533,3.0,$$,241.0,38.258468,-122.057722,Red Lobster,46,75635,34.2,67442,28050,8724,3022,FAIRFIELD,CA
1413,92128,3.5,$,116.0,32.9875,-117.076,Panda Express,761,51066,43.8,97952,48630,2473,1360,SAN DIEGO,CA
1414,92128,2.5,$,164.0,32.9796219,-117.0825348,Chipotle,440,51066,43.8,97952,48630,2473,1360,SAN DIEGO,CA
1415,98391,2.5,$,34.0,47.1696,-122.17,Panda Express,762,51050,36.1,96718,40319,2943,961,BONNEY LAKE,WA
1416,30084,3.0,$,44.0,33.8461,-84.255,Panda Express,764,38484,40.7,66523,32578,4877,1075,TUCKER,GA
1417,30084,3.0,$,21.0,33.8516048,-84.210015,Chipotle,874,38484,40.7,66523,32578,4877,1075,TUCKER,GA
1418,30084,3.0,$$,106.0,33.844738,-84.255662,Red Lobster,201,38484,40.7,66523,32578,4877,1075,TUCKER,GA
1419,926,1.0,,1.0,18.3386,-66.0691,Panda Express,765,96530,43.6,34781,23190,28364,3959,SAN JUAN,PR
1420,926,,,,18.3708,-66.0771,Panda Express,862,96530,43.6,34781,23190,28364,3959,SAN JUAN,PR
1421,2026,3.0,$,21.0,42.258,-71.1678,Panda Express,766,25360,43.5,96868,51354,1173,617,DEDHAM,MA
1422,2026,3.0,$,70.0,42.2576406,-71.16761600000002,Chipotle,1267,25360,43.5,96868,51354,1173,617,DEDHAM,MA
1423,75081,2.5,$,50.0,32.9421,-96.6994,Panda Express,767,39309,37.4,74125,35254,2941,698,RICHARDSON,TX
1424,983,3.0,,1.0,18.393,-65.9744,Panda Express,769,34798,41.7,26259,13801,11522,2283,CAROLINA,PR
1425,68144,3.5,,4.0,41.2297,-96.1348,Panda Express,770,23877,39.1,71063,36973,1138,267,OMAHA,NE
1426,68144,3.5,$,34.0,41.2337381,-96.1203569,Chipotle,1460,23877,39.1,71063,36973,1138,267,OMAHA,NE
1427,68144,3.5,$$,41.0,41.233447,-96.133365,Red Lobster,371,23877,39.1,71063,36973,1138,267,OMAHA,NE
1428,93003,2.5,$$,17.0,34.2687,-119.2488,Panda Express,771,52272,39.4,77185,36589,4265,1369,VENTURA,CA
1429,93003,2.5,$,97.0,34.2589,-119.2106,Panda Express,1967,52272,39.4,77185,36589,4265,1369,VENTURA,CA
1430,93003,3.0,$,106.0,34.26674000000001,-119.2460875,Chipotle,522,52272,39.4,77185,36589,4265,1369,VENTURA,CA
1431,93003,3.0,$,112.0,34.2643651,-119.2126867,Chipotle,523,52272,39.4,77185,36589,4265,1369,VENTURA,CA
1432,98058,3.0,$,41.0,47.4458,-122.1536,Panda Express,772,43523,39.4,89608,38875,2683,1232,RENTON,WA
1433,55444,3.5,$,12.0,45.092,-93.3811,Panda Express,773,16515,34.0,82083,28607,550,246,MINNEAPOLIS,MN
1434,97471,3.0,$,28.0,43.2306,-123.3708,Panda Express,774,30350,49.3,51003,29634,2897,1062,ROSEBURG,OR
1435,89109,3.5,$,61.0,36.1108,-115.1714,Panda Express,775,7844,43.7,43206,50420,1433,377,LAS VEGAS,NV
1436,89109,3.0,$$,18.0,36.1087,-115.1721,Panda Express,848,7844,43.7,43206,50420,1433,377,LAS VEGAS,NV
1437,89109,3.0,,16.0,36.1276,-115.1688,Panda Express,1181,7844,43.7,43206,50420,1433,377,LAS VEGAS,NV
1438,89109,2.5,$,75.0,36.1229,-115.1685,Panda Express,1851,7844,43.7,43206,50420,1433,377,LAS VEGAS,NV
1439,89109,2.5,$,25.0,36.1193,-115.1718,Panda Express,2075,7844,43.7,43206,50420,1433,377,LAS VEGAS,NV
1440,89109,3.0,$,39.0,36.1035,-115.1723,Panda Express,2132,7844,43.7,43206,50420,1433,377,LAS VEGAS,NV
1441,89109,3.0,$,121.0,36.1199242,-115.1717634,Chipotle,1472,7844,43.7,43206,50420,1433,377,LAS VEGAS,NV
1442,89109,2.5,$,32.0,36.1214589,-115.1686517,Chipotle,1474,7844,43.7,43206,50420,1433,377,LAS VEGAS,NV
1443,89109,3.0,$,97.0,36.1273449,-115.1730984,Chipotle,1475,7844,43.7,43206,50420,1433,377,LAS VEGAS,NV
1444,89109,3.0,$,74.0,36.1091641,-115.1711529,Chipotle,1479,7844,43.7,43206,50420,1433,377,LAS VEGAS,NV
1445,67205,2.5,$$,27.0,37.7329,-97.4622,Panda Express,776,19444,38.7,108819,40127,461,280,WICHITA,KS
1446,67205,3.0,$,27.0,37.724112,-97.4632792,Chipotle,1070,19444,38.7,108819,40127,461,280,WICHITA,KS
1447,60194,2.5,$,34.0,42.0227,-88.1439,Panda Express,777,18946,39.9,76704,37185,1432,537,SCHAUMBURG,IL
1448,60194,3.0,$,73.0,42.0252573,-88.1436921,Chipotle,1015,18946,39.9,76704,37185,1432,537,SCHAUMBURG,IL
1449,92019,3.0,$,83.0,32.7436,-116.9338,Panda Express,778,42400,41.7,82261,35726,4720,1464,EL CAJON,CA
1450,92019,3.5,$,62.0,32.794036199999994,-116.934819,Chipotle,235,42400,41.7,82261,35726,4720,1464,EL CAJON,CA
1451,23510,3.0,$,25.0,36.8489,-76.288,Panda Express,779,8433,30.8,56972,38047,2561,274,NORFOLK,VA
1452,23510,2.0,$,11.0,36.8445271,-76.2910955,Chipotle,2451,8433,30.8,56972,38047,2561,274,NORFOLK,VA
1453,23510,2.0,$,11.0,36.84439310000001,-76.29114759999999,Chipotle,2501,8433,30.8,56972,38047,2561,274,NORFOLK,VA
1454,92311,3.0,$,134.0,34.849000000000004,-117.0825,Panda Express,780,33612,30.5,42409,19801,10883,1300,BARSTOW,CA
1455,92311,2.5,$,49.0,34.8914,-116.999,Panda Express,2104,33612,30.5,42409,19801,10883,1300,BARSTOW,CA
1456,92311,3.0,$,263.0,34.8528124,-117.0827967,Chipotle,172,33612,30.5,42409,19801,10883,1300,BARSTOW,CA
1457,76126,2.5,,12.0,32.68,-97.464,Panda Express,781,22825,39.1,87878,45732,785,469,FORT WORTH,TX
1458,86001,2.0,$,112.0,35.1899,-111.6617,Panda Express,782,46041,28.9,57867,32662,8549,1438,FLAGSTAFF,AZ
1459,86001,3.0,$,73.0,35.1898886,-111.6616523,Chipotle,44,46041,28.9,57867,32662,8549,1438,FLAGSTAFF,AZ
1460,86001,3.5,$$,85.0,35.176703,-111.66251499999998,Red Lobster,16,46041,28.9,57867,32662,8549,1438,FLAGSTAFF,AZ
1461,70458,,,,30.2851,-89.7538,Panda Express,783,37140,40.2,62761,31270,4734,1226,SLIDELL,LA
1462,70458,3.0,$,21.0,30.2686413,-89.75959590000002,Chipotle,1147,37140,40.2,62761,31270,4734,1226,SLIDELL,LA
1463,98273,2.0,$,41.0,48.4397,-122.3437,Panda Express,784,30595,34.0,57921,26207,4247,863,MOUNT VERNON,WA
1464,92399,2.0,$,92.0,34.0335,-117.0743,Panda Express,785,54163,37.4,63984,29247,6652,1235,YUCAIPA,CA
1465,60614,3.5,$,33.0,41.926,-87.6731,Panda Express,786,71308,30.3,107461,82845,5848,1351,CHICAGO,IL
1466,50310,2.5,$,7.0,41.6319,-93.7012,Panda Express,787,31877,35.4,61636,31302,3876,733,DES MOINES,IA
1467,50310,3.5,$,25.0,41.628908,-93.697164,Chipotle,1065,31877,35.4,61636,31302,3876,733,DES MOINES,IA
1468,63005,3.0,$,22.0,38.6671,-90.5894,Panda Express,788,17887,43.4,158832,78311,562,126,CHESTERFIELD,MO
1469,63005,3.0,$$,61.0,38.66790200000001,-90.59567,Red Lobster,351,17887,43.4,158832,78311,562,126,CHESTERFIELD,MO
1470,79907,2.0,$,5.0,31.7032,-106.319,Panda Express,789,53277,35.5,31271,14090,15221,2139,EL PASO,TX
1471,76048,2.0,$,20.0,32.4343,-97.7742,Panda Express,790,24118,45.2,49844,28032,3160,335,GRANBURY,TX
1472,76048,3.0,$,8.0,32.4336377,-97.7847885,Chipotle,2304,24118,45.2,49844,28032,3160,335,GRANBURY,TX
1473,72712,2.0,$,25.0,36.3696,-94.2212,Panda Express,791,53959,33.1,83327,40065,3965,658,BENTONVILLE,AR
1474,72712,3.0,$,48.0,36.33465560000001,-94.1851139,Chipotle,102,53959,33.1,83327,40065,3965,658,BENTONVILLE,AR
1475,74055,2.5,,10.0,36.2937,-95.8351,Panda Express,792,45378,35.8,76751,34944,2874,992,OWASSO,OK
1476,60101,3.0,$,24.0,41.9494,-88.0323,Panda Express,795,39216,36.7,64915,27849,4875,1238,ADDISON,IL
1477,60101,2.0,$,31.0,33.3983105,-84.7399688,Chipotle,880,39216,36.7,64915,27849,4875,1238,ADDISON,IL
1478,78503,3.5,$,22.0,26.1913,-98.2068,Panda Express,796,22034,32.2,31915,17927,7256,510,MCALLEN,TX
1479,78503,3.5,$$,18.0,26.18835,-98.229655,Red Lobster,619,22034,32.2,31915,17927,7256,510,MCALLEN,TX
1480,87004,2.5,$$,22.0,35.3176,-106.5752,Panda Express,797,11319,41.8,43333,21548,2266,490,BERNALILLO,NM
1481,84025,2.5,$,27.0,40.9859,-111.9059,Panda Express,798,23234,30.3,102598,34605,467,235,FARMINGTON,UT
1482,97701,2.5,$,75.0,44.1042,-121.2989,Panda Express,799,68204,40.6,65211,38043,6928,1620,BEND,OR
1483,97701,3.0,$,68.0,44.0551949,-121.3028888,Chipotle,2006,68204,40.6,65211,38043,6928,1620,BEND,OR
1484,55435,2.5,$,14.0,44.881,-93.3251,Panda Express,800,13744,45.3,67143,53344,965,310,MINNEAPOLIS,MN
1485,55435,2.0,$,64.0,44.87921779999999,-93.3205247,Chipotle,1358,13744,45.3,67143,53344,965,310,MINNEAPOLIS,MN
1486,6460,2.5,,4.0,41.2465,-73.0101,Panda Express,801,38973,45.4,86305,47921,2057,1163,MILFORD,CT
1487,6460,2.5,$,106.0,41.2384534,-73.0354248,Chipotle,629,38973,45.4,86305,47921,2057,1163,MILFORD,CT
1488,78552,2.5,$,11.0,26.1812,-97.7184,Panda Express,802,38553,35.0,48990,21077,8838,947,HARLINGEN,TX
1489,78552,4.0,$,7.0,26.1865466,-97.7213397,Chipotle,2307,38553,35.0,48990,21077,8838,947,HARLINGEN,TX
1490,83202,2.5,$,12.0,42.9101,-112.4668,Panda Express,803,22963,32.8,55429,22849,3413,857,POCATELLO,ID
1491,83202,3.5,$$,33.0,42.907745,-112.466871,Red Lobster,207,22963,32.8,55429,22849,3413,857,POCATELLO,ID
1492,45069,2.5,$,51.0,39.3522,-84.3607,Panda Express,804,51117,39.3,95106,43454,2677,728,WEST CHESTER,OH
1493,45069,2.5,$,33.0,39.3250599,-84.4302594,Chipotle,1912,51117,39.3,95106,43454,2677,728,WEST CHESTER,OH
1494,45069,2.0,$,31.0,39.3531469,-84.3617462,Chipotle,1913,51117,39.3,95106,43454,2677,728,WEST CHESTER,OH
1495,45069,5.0,,1.0,39.3601316,-84.4602328,Chipotle,1915,51117,39.3,95106,43454,2677,728,WEST CHESTER,OH
1496,33809,3.0,$,30.0,28.0943,-81.9731,Panda Express,805,30137,45.0,52268,25186,3613,1021,LAKELAND,FL
1497,33809,3.0,$$,33.0,28.095837300000003,-81.9746955,Chipotle,723,30137,45.0,52268,25186,3613,1021,LAKELAND,FL
1498,33809,3.0,$$,50.0,28.089436,-81.974407,Red Lobster,136,30137,45.0,52268,25186,3613,1021,LAKELAND,FL
1499,50266,2.5,$,27.0,41.5622,-93.7969,Panda Express,806,28917,34.2,76124,48014,2053,525,WEST DES MOINES,IA
1500,50266,2.5,$,13.0,41.5968,-93.7526,Panda Express,1221,28917,34.2,76124,48014,2053,525,WEST DES MOINES,IA
1501,50266,3.0,$,33.0,41.597695,-93.7502815,Chipotle,1066,28917,34.2,76124,48014,2053,525,WEST DES MOINES,IA
1502,50266,4.0,$,21.0,41.5624826,-93.7993768,Chipotle,1067,28917,34.2,76124,48014,2053,525,WEST DES MOINES,IA
1503,50266,3.0,$$,58.0,41.595061,-93.756325,Red Lobster,263,28917,34.2,76124,48014,2053,525,WEST DES MOINES,IA
1504,63010,3.0,$,28.0,38.4446,-90.3747,Panda Express,807,36008,39.1,64919,29495,3140,1106,ARNOLD,MO
1505,87105,2.0,$$,13.0,35.0253,-106.7139,Panda Express,808,59129,39.0,40320,19279,14880,2123,ALBUQUERQUE,NM
1506,87105,1.5,,3.0,35.086,-106.6847,Panda Express,1580,59129,39.0,40320,19279,14880,2123,ALBUQUERQUE,NM
1507,87105,1.0,,1.0,34.9377,-106.6617,Panda Express,1749,59129,39.0,40320,19279,14880,2123,ALBUQUERQUE,NM
1508,37115,2.5,$,41.0,36.3029,-86.6909,Panda Express,809,40484,36.0,43521,23643,6429,1614,MADISON,TN
1509,37115,3.0,$$,40.0,36.29935800000001,-86.697761,Red Lobster,571,40484,36.0,43521,23643,6429,1614,MADISON,TN
1510,20784,3.0,$,22.0,38.9418,-76.9042,Panda Express,810,30184,34.7,67193,27964,2481,1491,HYATTSVILLE,MD
1511,20784,3.5,$,18.0,38.9577651,-76.8699749,Chipotle,1209,30184,34.7,67193,27964,2481,1491,HYATTSVILLE,MD
1512,22033,3.0,$,47.0,38.8627,-77.3602,Panda Express,811,40170,36.1,113188,53557,2222,742,FAIRFAX,VA
1513,22033,2.5,$,81.0,38.85726270000001,-77.39434920000002,Chipotle,2441,40170,36.1,113188,53557,2222,742,FAIRFAX,VA
1514,35806,2.5,$,36.0,34.7429,-86.6753,Panda Express,812,21888,36.6,68255,40270,2596,615,HUNTSVILLE,AL
1515,35806,2.5,$,72.0,34.7423193,-86.66572049999998,Chipotle,9,21888,36.6,68255,40270,2596,615,HUNTSVILLE,AL
1516,50613,3.5,$,7.0,42.5125,-92.4328,Panda Express,817,44154,27.8,61379,32718,7241,853,CEDAR FALLS,IA
1517,60605,2.5,$,32.0,41.8752,-87.6273,Panda Express,818,27519,33.9,111164,83408,2359,692,CHICAGO,IL
1518,85326,1.5,$,115.0,33.4365,-112.5569,Panda Express,819,60999,32.2,59477,19177,7415,1489,BUCKEYE,AZ
1519,85326,3.0,$,89.0,33.4383084,-112.5583039,Chipotle,17,60999,32.2,59477,19177,7415,1489,BUCKEYE,AZ
1520,98223,2.0,$,52.0,48.152,-122.1756,Panda Express,820,42880,43.0,85641,35886,2510,1011,ARLINGTON,WA
1521,98001,2.5,$,48.0,47.2977,-122.241,Panda Express,821,32625,38.2,82581,33829,2817,825,AUBURN,WA
1522,76201,3.0,$$,24.0,33.2306,-97.1668,Panda Express,822,27965,22.9,29724,17348,7251,1426,DENTON,TX
1523,76201,3.0,$,35.0,33.2148348,-97.14620390000002,Chipotle,2220,27965,22.9,29724,17348,7251,1426,DENTON,TX
1524,76201,3.5,$,18.0,33.2293752,-97.1686389,Chipotle,2221,27965,22.9,29724,17348,7251,1426,DENTON,TX
1525,71105,3.0,$,44.0,32.4428,-93.7175,Panda Express,823,21353,35.5,55315,36385,2692,569,SHREVEPORT,LA
1526,71105,3.0,$,38.0,32.441373,-93.7182552,Chipotle,1148,21353,35.5,55315,36385,2692,569,SHREVEPORT,LA
1527,90603,2.5,$,84.0,33.9443,-117.9949,Panda Express,824,21299,40.4,98181,34085,1197,522,WHITTIER,CA
1528,90603,2.0,$,176.0,33.9443999,-117.9948264,Chipotle,529,21299,40.4,98181,34085,1197,522,WHITTIER,CA
1529,82009,2.0,$$,37.0,41.1603,-104.7951,Panda Express,825,34247,43.5,82840,40331,1632,631,CHEYENNE,WY
1530,82009,3.5,$,26.0,41.160718,-104.805699,Chipotle,2598,34247,43.5,82840,40331,1632,631,CHEYENNE,WY
1531,82009,2.5,$$,52.0,41.159724,-104.794425,Red Lobster,696,34247,43.5,82840,40331,1632,631,CHEYENNE,WY
1532,91773,2.5,$,133.0,34.111999999999995,-117.8286,Panda Express,826,34496,41.2,84355,36302,2895,531,SAN DIMAS,CA
1533,87113,3.0,$,18.0,35.1749,-106.5744,Panda Express,827,15521,36.8,82975,38047,1693,513,ALBUQUERQUE,NM
1534,87113,3.0,$,56.0,35.1749388,-106.5749713,Chipotle,1580,15521,36.8,82975,38047,1693,513,ALBUQUERQUE,NM
1535,32086,3.0,$,20.0,29.8651,-81.3226,Panda Express,828,29568,49.5,56647,31439,2655,537,SAINT AUGUSTINE,FL
1536,32086,3.0,$$,43.0,29.867397,-81.323833,Red Lobster,158,29568,49.5,56647,31439,2655,537,SAINT AUGUSTINE,FL
1537,62401,3.0,$,34.0,39.1373,-88.5652,Panda Express,829,18722,39.5,53170,31619,2625,441,EFFINGHAM,IL
1538,62401,3.5,$,11.0,39.1379542,-88.56590849999998,Chipotle,950,18722,39.5,53170,31619,2625,441,EFFINGHAM,IL
1539,22030,2.5,$,9.0,38.8345,-77.3111,Panda Express,830,59466,33.5,119624,47714,3727,1799,FAIRFAX,VA
1540,22030,3.0,$,117.0,38.8576588,-77.3574998,Chipotle,2444,59466,33.5,119624,47714,3727,1799,FAIRFAX,VA
1541,22030,2.5,$,88.0,38.8526129,-77.32727299999998,Chipotle,2458,59466,33.5,119624,47714,3727,1799,FAIRFAX,VA
1542,22030,2.5,$,6.0,38.831359,-77.30776209999998,Chipotle,2459,59466,33.5,119624,47714,3727,1799,FAIRFAX,VA
1543,22030,3.0,$$,197.0,38.859982,-77.300925,Red Lobster,650,59466,33.5,119624,47714,3727,1799,FAIRFAX,VA
1544,76114,2.5,$$,45.0,32.7511,-97.4316,Panda Express,831,25416,34.6,49713,22031,3656,786,FORT WORTH,TX
1545,76114,2.0,$,9.0,32.7551451,-97.4294196,Chipotle,2291,25416,34.6,49713,22031,3656,786,FORT WORTH,TX
1546,75605,3.0,$,40.0,32.548,-94.7268,Panda Express,832,30011,40.9,60807,36229,3370,532,LONGVIEW,TX
1547,75605,3.5,$,23.0,32.5421671,-94.7335416,Chipotle,2333,30011,40.9,60807,36229,3370,532,LONGVIEW,TX
1548,75605,2.5,$$,39.0,32.540465999999995,-94.75482,Red Lobster,615,30011,40.9,60807,36229,3370,532,LONGVIEW,TX
1549,92660,2.0,$,49.0,33.6159,-117.8749,Panda Express,833,36906,44.6,122222,79397,2218,758,NEWPORT BEACH,CA
1550,92660,3.0,$,211.0,33.638977600000004,-117.86008909999998,Chipotle,293,36906,44.6,122222,79397,2218,758,NEWPORT BEACH,CA
1551,92660,3.0,$,211.0,33.618329100000004,-117.8724881,Chipotle,358,36906,44.6,122222,79397,2218,758,NEWPORT BEACH,CA
1552,32308,2.0,$,26.0,30.481,-84.2363,Panda Express,834,22441,42.6,61260,40545,2198,624,TALLAHASSEE,FL
1553,83607,2.5,$,22.0,43.6325,-116.644,Panda Express,835,24647,35.9,52578,22585,2610,577,CALDWELL,ID
1554,79109,2.5,$,16.0,35.1882,-101.8667,Panda Express,836,44352,36.2,57252,33050,4214,889,AMARILLO,TX
1555,79109,3.0,$,33.0,35.1887023,-101.8667945,Chipotle,2178,44352,36.2,57252,33050,4214,889,AMARILLO,TX
1556,79109,3.0,$$,39.0,35.19108400000001,-101.875182,Red Lobster,578,44352,36.2,57252,33050,4214,889,AMARILLO,TX
1557,921,5.0,,1.0,18.4319,-66.0879,Panda Express,837,33394,40.0,19358,13323,14854,1295,SAN JUAN,PR
1558,94305,3.0,$,29.0,37.4242,-122.1709,Panda Express,838,15730,22.4,54653,33775,1696,410,STANFORD,CA
1559,56301,3.0,$,11.0,45.5537,-94.2078,Panda Express,839,35051,25.4,51722,25943,8331,1786,SAINT CLOUD,MN
1560,56301,2.5,$,37.0,45.5513866,-94.20620859999998,Chipotle,1416,35051,25.4,51722,25943,8331,1786,SAINT CLOUD,MN
1561,56301,2.5,$,11.0,45.5586504,-94.1565131,Chipotle,1417,35051,25.4,51722,25943,8331,1786,SAINT CLOUD,MN
1562,56301,2.5,$$$,35.0,45.552867,-94.193964,Red Lobster,338,35051,25.4,51722,25943,8331,1786,SAINT CLOUD,MN
1563,95113,2.5,,3.0,37.3329,-121.901,Panda Express,840,1939,35.5,122120,93662,256,61,SAN JOSE,CA
1564,95113,3.0,$,42.0,37.3350237,-121.8925935,Chipotle,467,1939,35.5,122120,93662,256,61,SAN JOSE,CA
1565,28547,,,,34.6749,-77.3411,Panda Express,841,25420,21.2,47662,20923,832,166,CAMP LEJEUNE,NC
1566,62208,3.5,$$,12.0,38.5965,-89.9795,Panda Express,843,16516,40.4,63074,34049,1721,523,FAIRVIEW HEIGHTS,IL
1567,62208,3.0,$,44.0,38.5919231,-89.9855297,Chipotle,961,16516,40.4,63074,34049,1721,523,FAIRVIEW HEIGHTS,IL
1568,62208,2.5,$$,71.0,38.600549,-89.992023,Red Lobster,218,16516,40.4,63074,34049,1721,523,FAIRVIEW HEIGHTS,IL
1569,79424,3.0,$,28.0,33.5192,-101.9553,Panda Express,844,46174,35.5,78303,42300,2678,750,LUBBOCK,TX
1570,79424,3.0,$,15.0,33.5185839,-101.9037042,Chipotle,2336,46174,35.5,78303,42300,2678,750,LUBBOCK,TX
1571,55125,3.0,$$,31.0,44.925,-92.9551,Panda Express,845,43438,37.6,99507,45520,1524,684,SAINT PAUL,MN
1572,55125,1.5,$,52.0,44.9247754,-92.9550957,Chipotle,1420,43438,37.6,99507,45520,1524,684,SAINT PAUL,MN
1573,55125,2.5,$,31.0,44.9446016,-92.9047127,Chipotle,1422,43438,37.6,99507,45520,1524,684,SAINT PAUL,MN
1574,59901,2.5,$,22.0,48.2327,-114.3281,Panda Express,847,54647,39.2,52244,28289,5781,972,KALISPELL,MT
1575,37421,3.0,$,39.0,35.037,-85.1512,Panda Express,849,50927,39.8,60268,32780,4696,941,CHATTANOOGA,TN
1576,37421,3.5,,8.0,35.034478,-85.152574,Chipotle,2149,50927,39.8,60268,32780,4696,941,CHATTANOOGA,TN
1577,37421,2.5,$$,51.0,35.038958,-85.157596,Red Lobster,560,50927,39.8,60268,32780,4696,941,CHATTANOOGA,TN
1578,99212,3.0,$,15.0,47.6572,-117.3368,Panda Express,850,19895,40.5,53599,30969,2483,476,SPOKANE,WA
1579,60050,3.0,$$,17.0,42.3614,-88.2665,Panda Express,851,32732,39.6,70289,34023,2177,813,MCHENRY,IL
1580,94002,3.0,$,91.0,37.5198,-122.2755,Panda Express,852,27202,39.8,134529,70269,1117,580,BELMONT,CA
1581,85308,1.5,$,24.0,33.6421,-112.2252,Panda Express,853,66057,40.7,76116,35639,5449,1871,GLENDALE,AZ
1582,85308,3.5,$,34.0,33.6671,-112.1872,Panda Express,1907,66057,40.7,76116,35639,5449,1871,GLENDALE,AZ
1583,85308,2.5,$,31.0,33.5089,-112.2647,Panda Express,2007,66057,40.7,76116,35639,5449,1871,GLENDALE,AZ
1584,85308,3.0,$,67.0,33.6659131,-112.2034538,Chipotle,34,66057,40.7,76116,35639,5449,1871,GLENDALE,AZ
1585,85308,2.5,$,24.0,33.6423081,-112.22553229999998,Chipotle,54,66057,40.7,76116,35639,5449,1871,GLENDALE,AZ
1586,53022,2.0,$,45.0,43.19300000000001,-88.1295,Panda Express,854,19041,41.9,80015,42588,823,312,GERMANTOWN,WI
1587,52246,2.5,$,21.0,41.644,-91.5539,Panda Express,855,23517,28.1,49030,34482,6359,491,IOWA CITY,IA
1588,94521,2.5,$,94.0,37.9514,-121.9565,Panda Express,856,43103,42.3,97011,43449,2839,1415,CONCORD,CA
1589,95670,3.0,$,114.0,38.5942,-121.2853,Panda Express,857,54648,37.1,64784,32965,7186,2425,RANCHO CORDOVA,CA
1590,95670,3.5,$,71.0,38.6170393,-121.2689493,Chipotle,279,54648,37.1,64784,32965,7186,2425,RANCHO CORDOVA,CA
1591,95670,3.0,$,226.0,38.5943154,-121.2885637,Chipotle,403,54648,37.1,64784,32965,7186,2425,RANCHO CORDOVA,CA
1592,85621,2.5,$,13.0,31.367,-110.9383,Panda Express,858,22274,35.1,29343,16595,7328,910,NOGALES,AZ
1593,83301,2.5,$,19.0,42.5911,-114.4806,Panda Express,859,56870,33.5,50185,24555,9207,832,TWIN FALLS,ID
1594,37214,3.0,$$,14.0,36.204,-86.6949,Panda Express,860,30151,37.4,56910,32290,3303,687,NASHVILLE,TN
1595,37214,2.0,,5.0,36.1495,-86.66799999999998,Panda Express,1762,30151,37.4,56910,32290,3303,687,NASHVILLE,TN
1596,60563,2.5,$,29.0,41.7931,-88.1279,Panda Express,861,37409,36.8,89305,47535,2227,973,NAPERVILLE,IL
1597,60563,3.0,$,48.0,41.7974401,-88.11870390000001,Chipotle,999,37409,36.8,89305,47535,2227,973,NAPERVILLE,IL
1598,92376,2.5,$,68.0,34.0728,-117.3698,Panda Express,863,87027,29.3,52618,17166,16666,5151,RIALTO,CA
1599,92376,2.5,,77.0,34.1354,-117.3921,Panda Express,1574,87027,29.3,52618,17166,16666,5151,RIALTO,CA
1600,92376,3.0,$,56.0,34.0772722,-117.3708097,Chipotle,408,87027,29.3,52618,17166,16666,5151,RIALTO,CA
1601,92376,2.5,$,132.0,34.134774,-117.3693246,Chipotle,409,87027,29.3,52618,17166,16666,5151,RIALTO,CA
1602,961,,,,18.4067,-66.1648,Panda Express,864,30784,43.4,29197,16745,9471,1527,BAYAMON,PR
1603,961,,,,18.4069,-66.1648,Panda Express,2129,30784,43.4,29197,16745,9471,1527,BAYAMON,PR
1604,77429,2.0,$,55.0,29.9742,-95.6987,Panda Express,865,88344,35.1,107072,44021,3228,1644,CYPRESS,TX
1605,77429,2.0,$,45.0,29.9727966,-95.6914736,Chipotle,2236,88344,35.1,107072,44021,3228,1644,CYPRESS,TX
1606,791,,,,18.1419,-65.8073,Panda Express,866,48569,42.3,19793,12288,21378,1820,HUMACAO,PR
1607,662,,,,18.4678,-67.0225,Panda Express,867,40290,41.1,17180,9320,21809,2335,ISABELA,PR
1608,23112,2.5,$,57.0,37.4151,-77.6417,Panda Express,868,53162,38.3,95056,40505,1418,912,MIDLOTHIAN,VA
