Column 1,zip_code,yelp_rating,price_tag,review_count,lat,lng,name,name 2,storeid,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Unemployment,city_name,state_name,state_name 2,Walk Score,Bike Score
2728,90015,3,,19,34.0282,-118.2599,Panda Express,1,1581,21801,31.8,39016,32600,7182,835,LOS ANGELES,CA,West,89,78
2729,90015,3.5,$,35,34.042015,-118.25841,Chipotle,0,109,21801,31.8,39016,32600,7182,835,LOS ANGELES,CA,West,94,86
2730,55987,,,,44.0514,-91.6385,Panda Express,1,1582,34929,33,49761,27677,5312,886,WINONA,MN,Midwest,82,74
2731,93311,2.5,,9,35.3543,-119.1028,Panda Express,1,1583,45763,34.3,95293,39804,2572,873,BAKERSFIELD,CA,West,42,69
2732,93311,2.5,$,74,35.3521218,-119.1191179,Chipotle,0,166,45763,34.3,95293,39804,2572,873,BAKERSFIELD,CA,West,37,63
2733,37403,,,,35.0441,-85.2975,Panda Express,1,1584,7199,20.6,33690,21084,1036,231,CHATTANOOGA,TN,South,77,85
2734,60714,2,,18,42.0506,-87.8344,Panda Express,1,1587,29743,47.7,60708,29840,2799,801,NILES,IL,Midwest,84,51
2735,60714,2.5,$,58,42.0550731,-87.8355887,Chipotle,0,1001,29743,47.7,60708,29840,2799,801,NILES,IL,Midwest,84,50
2736,91101,3.5,$,138,34.1409,-118.1321,Panda Express,1,1588,21394,35.5,65592,42724,4979,490,PASADENA,CA,West,97,89
2737,91101,3,$,324,34.1416198,-118.1319537,Chipotle,0,146,21394,35.5,65592,42724,4979,490,PASADENA,CA,West,97,89
2738,75662,3,,8,32.3914,-94.8657,Panda Express,1,1589,25702,35.7,59326,23712,3745,714,KILGORE,TX,South,61,46
2739,71303,3,$,11,31.2955,-92.5133,Panda Express,1,1590,21809,37.1,52878,31692,2639,647,ALEXANDRIA,LA,South,26,38
2740,71303,2.5,$$,16,31.2679,-92.4591,Panda Express,1,1607,21809,37.1,52878,31692,2639,647,ALEXANDRIA,LA,South,46,48
2741,74006,1.5,,18,36.7426,-95.9534,Panda Express,1,1591,27191,40.7,62974,35809,2260,469,BARTLESVILLE,OK,South,25,31
2742,23452,2.5,,19,36.8117,-76.0697,Panda Express,1,1592,59324,36.2,69203,34484,4117,1612,VIRGINIA BEACH,VA,East,49,40
2743,23452,3.5,$,54,36.8195598,-76.069128,Chipotle,0,2499,59324,36.2,69203,34484,4117,1612,VIRGINIA BEACH,VA,East,41,40
2744,23452,3,$$,58,36.81291,-76.069704,Red Lobster,2,664,59324,36.2,69203,34484,4117,1612,VIRGINIA BEACH,VA,East,49,42
2745,71203,2.5,,11,32.4977,-92.0671,Panda Express,1,1593,39100,32.5,40950,22377,8725,1455,MONROE,LA,South,32,42
2746,71203,2.5,$$,26,32.496975,-92.063518,Red Lobster,2,286,39100,32.5,40950,22377,8725,1455,MONROE,LA,South,34,42
2747,29307,2.5,,8,34.9666,-81.8941,Panda Express,1,1594,18121,44.2,46404,27612,2554,396,SPARTANBURG,SC,South,61,48
2748,30501,3,,9,34.2878,-83.843,Panda Express,1,1595,29629,31.2,45910,21916,6957,339,GAINESVILLE,GA,South,58,40
2749,30501,3,$,14,34.3032822,-83.858686,Chipotle,0,858,29629,31.2,45910,21916,6957,339,GAINESVILLE,GA,South,48,16
2750,30501,3,$$,29,34.28448,-83.844709,Red Lobster,2,188,29629,31.2,45910,21916,6957,339,GAINESVILLE,GA,South,52,43
2751,98433,1,,2,47.099,-122.5702,Panda Express,1,1596,18909,22.6,43355,17719,2209,198,TACOMA,WA,West,0,20
2752,62959,3,$,6,37.7428,-88.9704,Panda Express,1,1598,28201,41.6,51532,27790,4272,585,MARION,IL,Midwest,35,39
2753,62959,3.5,$$,24,37.7455,-88.97522,Red Lobster,2,224,28201,41.6,51532,27790,4272,585,MARION,IL,Midwest,34,41
2754,84660,2.5,,26,40.1221,-111.6497,Panda Express,1,1600,41519,26.1,73631,23845,2739,544,SPANISH FORK,UT,West,71,61
2755,23459,2.5,,3,36.9081,-76.1473,Panda Express,1,1602,1330,23.4,59000,17406,98,25,VIRGINIA BEACH,VA,East,38,42
2756,92109,3.5,,41,32.8008,-117.2398,Panda Express,1,1604,48417,32.1,77774,50446,5573,1239,SAN DIEGO,CA,West,96,62
2757,92109,3,$,192,32.7997154,-117.2426225,Chipotle,0,442,48417,32.1,77774,50446,5573,1239,SAN DIEGO,CA,West,96,63
2758,63376,1,,1,38.7949,-90.6178,Panda Express,1,1606,74448,39.6,79930,36858,3025,1694,SAINT PETERS,MO,Midwest,66,48
2759,63376,3,$$,65,38.795084,-90.572292,Red Lobster,2,366,74448,39.6,79930,36858,3025,1694,SAINT PETERS,MO,Midwest,49,42
2760,45840,,,,41.0527,-83.6126,Panda Express,1,1608,55820,38.7,54232,31521,6454,1429,FINDLAY,OH,Midwest,67,48
2761,45840,2.5,$,16,41.055545,-83.5910563,Chipotle,0,1918,55820,38.7,54232,31521,6454,1429,FINDLAY,OH,Midwest,49,40
2762,45840,4.5,$$,16,41.056029,-83.596413,Red Lobster,2,476,55820,38.7,54232,31521,6454,1429,FINDLAY,OH,Midwest,56,42
2763,78628,2.5,,21,30.6828,-97.7182,Panda Express,1,1609,32946,43.4,88564,43077,2180,787,GEORGETOWN,TX,South,49,39
2764,94539,2,,35,37.5111,-121.9409,Panda Express,1,1610,52802,42.6,170358,61948,1452,1149,FREMONT,CA,West,37,61
2765,94539,2.5,$,72,37.5110465,-121.9407045,Chipotle,0,266,52802,42.6,170358,61948,1452,1149,FREMONT,CA,West,37,61
2766,94611,2,,20,37.8347,-122.2499,Panda Express,1,1611,39384,44.7,124483,78683,2236,824,OAKLAND,CA,West,90,57
2767,94611,2.5,$,94,37.8190891,-122.26236,Chipotle,0,366,39384,44.7,124483,78683,2236,824,OAKLAND,CA,West,94,91
2768,95991,2,$,44,39.1315,-121.634,Panda Express,1,1612,40684,33.8,47871,22930,7550,1959,YUBA CITY,CA,West,81,60
2769,95991,3,$,122,39.1425828,-121.6297616,Chipotle,0,533,40684,33.8,47871,22930,7550,1959,YUBA CITY,CA,West,86,72
2770,44109,2.5,,19,41.4613,-81.6904,Panda Express,1,1613,40246,35.1,31555,19422,12568,2328,CLEVELAND,OH,Midwest,50,63
2771,44109,2,$,61,41.4600942,-81.690371,Chipotle,0,1859,40246,35.1,31555,19422,12568,2328,CLEVELAND,OH,Midwest,48,59
2772,48917,2,,20,42.7407,-84.6128,Panda Express,1,1614,32264,40.7,59393,35347,3258,1018,LANSING,MI,Midwest,71,50
2773,27609,2,,42,35.8397,-78.6128,Panda Express,1,1615,32870,38.5,58983,44007,3395,576,RALEIGH,NC,South,70,56
2774,27609,3.5,$,71,35.8660943,-78.6200695,Chipotle,0,1775,32870,38.5,58983,44007,3395,576,RALEIGH,NC,South,77,70
2775,27609,2,$,11,35.8402009,-78.643236,Chipotle,0,1777,32870,38.5,58983,44007,3395,576,RALEIGH,NC,South,77,68
2776,27609,3,$$,112,35.841141,-78.610722,Red Lobster,2,451,32870,38.5,58983,44007,3395,576,RALEIGH,NC,South,68,51
2777,49321,2.5,,6,43.0306,-85.6907,Panda Express,1,1616,17354,36.8,53686,27573,1804,392,COMSTOCK PARK,MI,Midwest,64,45
2778,22554,2.5,,26,38.4754,-77.421,Panda Express,1,1617,56016,34.9,116357,43286,2169,1097,STAFFORD,VA,East,69,44
2779,63109,2,,26,38.5937,-90.2945,Panda Express,1,1618,26562,40.7,57946,39784,1859,521,SAINT LOUIS,MO,Midwest,86,63
2780,83854,2,,6,47.7026,-117.0293,Panda Express,1,1619,40905,35.5,53158,25557,4891,803,POST FALLS,ID,West,27,42
2781,75633,2.5,,3,32.159,-94.3656,Panda Express,1,1620,13553,37.9,51795,27491,1862,300,CARTHAGE,TX,South,29,36
2782,43512,2,$,6,41.3023,-84.3601,Panda Express,1,1621,27951,40.3,56546,29269,3231,682,DEFIANCE,OH,Midwest,57,46
2783,60515,1.5,,6,41.8091,-88.0115,Panda Express,1,1622,28566,42.2,88949,48936,1721,547,DOWNERS GROVE,IL,Midwest,65,52
2784,60515,3,$,50,41.8352626,-88.025264,Chipotle,0,942,28566,42.2,88949,48936,1721,547,DOWNERS GROVE,IL,Midwest,47,37
2785,60515,3,$,54,41.8081883,-88.0144131,Chipotle,0,943,28566,42.2,88949,48936,1721,547,DOWNERS GROVE,IL,Midwest,65,53
2786,60515,3,$$,145,41.833097,-88.024404,Red Lobster,2,217,28566,42.2,88949,48936,1721,547,DOWNERS GROVE,IL,Midwest,46,39
2787,60091,3,$,34,42.0814,-87.7564,Panda Express,1,1623,27367,45.3,154614,82901,891,555,WILMETTE,IL,Midwest,66,50
2788,43113,3.5,,8,39.5832,-82.9516,Panda Express,1,1624,24341,42.1,52396,25826,3938,380,CIRCLEVILLE,OH,Midwest,49,44
2789,43113,2.5,$,6,39.5817391,-82.9522682,Chipotle,0,1855,24341,42.1,52396,25826,3938,380,CIRCLEVILLE,OH,Midwest,45,42
2790,63303,2,,29,38.7851,-90.5328,Panda Express,1,1625,47906,40.5,77549,39764,3398,731,SAINT CHARLES,MO,Midwest,64,39
2791,32097,3.5,,18,30.63,-81.5588,Panda Express,1,1626,18518,37.8,67279,29781,2277,492,YULEE,FL,South,28,47
2792,95620,2.5,,44,38.4688,-121.822,Panda Express,1,1627,21854,34.5,78079,29336,2509,793,DIXON,CA,West,35,44
2793,53188,1.5,,7,43.0423,-88.256,Panda Express,1,1628,35799,39.7,65043,36132,3404,599,WAUKESHA,WI,Midwest,52,39
2794,84332,2,,20,41.7085,-111.8346,Panda Express,1,1629,7570,30.9,78015,32292,474,16,PROVIDENCE,UT,West,55,47
2795,21234,3,,6,39.3728,-76.5434,Panda Express,1,1630,68938,40,64510,35302,5612,1937,PARKVILLE,MD,East,85,58
2796,21234,3.5,$,16,39.3732167,-76.5426139,Chipotle,0,1168,68938,40,64510,35302,5612,1937,PARKVILLE,MD,East,85,50
2797,48083,2.5,,3,42.564,-83.1284,Panda Express,1,1631,22981,40.8,74439,37313,1625,501,TROY,MI,Midwest,59,47
2798,48083,3,$,25,42.5364,-83.1116,Panda Express,1,2038,22981,40.8,74439,37313,1625,501,TROY,MI,Midwest,47,48
2799,46077,3.5,,9,39.9494,-86.3406,Panda Express,1,1632,28371,36.5,134644,60510,706,464,ZIONSVILLE,IN,Midwest,46,51
2800,20762,,,,38.8171,-76.882,Panda Express,1,1633,2964,23.3,76688,26754,147,48,ANDREWS AIR FORCE BASE,MD,East,38,55
2801,71753,,,,33.2934,-93.232,Panda Express,1,1634,16902,33.7,36191,21926,3893,699,MAGNOLIA,AR,South,23,36
2802,35601,2,,16,34.5647,-87.0093,Panda Express,1,1635,32666,37.2,41204,21710,7744,683,DECATUR,AL,South,62,47
2803,35601,2,,13,34.5778,-87.019933,Red Lobster,2,3,32666,37.2,41204,21710,7744,683,DECATUR,AL,South,47,40
2804,77642,2,,8,29.9488,-93.9885,Panda Express,1,1636,39142,32.1,34736,18768,11037,1158,PORT ARTHUR,TX,South,57,46
2805,79932,2.5,,10,31.8831,-106.5821,Panda Express,1,1637,28682,32.3,63203,27232,5330,566,EL PASO,TX,South,36,35
2806,31061,2.5,,9,33.1105,-83.2549,Panda Express,1,1638,43762,35.2,39642,20853,10377,1860,MILLEDGEVILLE,GA,South,51,28
2807,76036,,,,32.6066,-97.4071,Panda Express,1,1639,25597,36.8,72671,29676,1915,705,CROWLEY,TX,South,4,35
2808,60604,3,$,33,41.8793,-87.6251,Panda Express,1,1640,782,32.4,116250,114575,174,45,CHICAGO,IL,Midwest,95,82
2809,60604,3,$,101,41.8783344,-87.6272176,Chipotle,0,916,782,32.4,116250,114575,174,45,CHICAGO,IL,Midwest,96,80
2810,92346,2.5,,72,34.1212,-117.199,Panda Express,1,1641,61751,35,61823,24897,10540,2550,HIGHLAND,CA,West,49,33
2811,95818,2,$$,24,38.5408,-121.4827,Panda Express,1,1642,21732,40.3,80938,52650,3506,777,SACRAMENTO,CA,West,77,87
2812,95818,3,$,26,38.5616545,-121.4918286,Chipotle,0,426,21732,40.3,80938,52650,3506,777,SACRAMENTO,CA,West,91,100
2813,36695,2.5,,10,30.6699,-88.2283,Panda Express,1,1643,51088,36.3,69674,32458,5168,1009,MOBILE,AL,South,28,23
2814,19702,3.5,,9,39.6622,-75.6914,Panda Express,1,1644,55192,34,77164,34544,4691,2190,NEWARK,DE,East,20,40
2815,19702,2,$,8,39.6778388,-75.6503965,Chipotle,0,644,55192,34,77164,34544,4691,2190,NEWARK,DE,East,45,41
2816,75654,2,,6,32.1321,-94.8039,Panda Express,1,1646,12450,34.9,48925,24692,1508,249,HENDERSON,TX,South,39,36
2817,2090,4,,9,42.2069,-71.153,Panda Express,1,1647,15880,44.9,155887,71327,383,415,WESTWOOD,MA,East,44,41
2818,2090,2,$,57,42.2045389,-71.1535934,Chipotle,0,1281,15880,44.9,155887,71327,383,415,WESTWOOD,MA,East,44,40
2819,3060,2.5,,18,42.7131,-71.4429,Panda Express,1,1648,29586,36.5,50481,29096,4248,802,NASHUA,NH,East,68,44
2820,3060,3.5,$,74,42.7119358,-71.4438284,Chipotle,0,1494,29586,36.5,50481,29096,4248,802,NASHUA,NH,East,68,44
2821,76227,2,,15,33.2252,-96.9869,Panda Express,1,1649,32000,34.6,91293,35313,1611,609,AUBREY,TX,South,32,36
2822,76108,2,,15,32.7651,-97.4754,Panda Express,1,1650,43178,35.6,65864,32006,4285,1086,FORT WORTH,TX,South,47,42
2823,2155,3,,23,42.4101,-71.0865,Panda Express,1,1651,59793,34.9,92407,46129,5084,1226,MEDFORD,MA,East,81,66
2824,2155,3,$,163,42.4059994,-71.0828508,Chipotle,0,1273,59793,34.9,92407,46129,5084,1226,MEDFORD,MA,East,82,79
2825,43701,1.5,,9,39.9758,-82.0144,Panda Express,1,1652,55595,40.9,41898,24392,10289,2088,ZANESVILLE,OH,Midwest,43,52
2826,43701,3,$,14,39.9891901,-82.0236296,Chipotle,0,1976,55595,40.9,41898,24392,10289,2088,ZANESVILLE,OH,Midwest,57,35
2827,43701,3.5,$$,15,39.948116,-82.001719,Red Lobster,2,495,55595,40.9,41898,24392,10289,2088,ZANESVILLE,OH,Midwest,54,57
2828,78634,1.5,,7,30.5406,-97.5627,Panda Express,1,1653,30934,33.5,76468,28472,2926,1198,HUTTO,TX,South,33,36
2829,20619,3,,12,38.3035,-76.5221,Panda Express,1,1654,13533,33.3,93011,40892,883,206,CALIFORNIA,MD,East,49,50
2830,33418,3,,13,26.8816,-80.1226,Panda Express,1,1655,40225,52.1,90130,62330,2544,675,PALM BEACH GARDENS,FL,South,23,34
2831,33418,2,$,70,26.838767,-80.1089016,Chipotle,0,789,40225,52.1,90130,62330,2544,675,PALM BEACH GARDENS,FL,South,67,59
2832,33418,3.5,,11,26.8825113,-80.1156668,Chipotle,0,791,40225,52.1,90130,62330,2544,675,PALM BEACH GARDENS,FL,South,32,43
2833,47201,3,,10,39.2004,-85.9484,Panda Express,1,1656,44127,36.6,58605,31029,5766,1047,COLUMBUS,IN,Midwest,39,63
2834,47201,3.5,$,24,39.2210199,-85.8892475,Chipotle,0,1037,44127,36.6,58605,31029,5766,1047,COLUMBUS,IN,Midwest,79,63
2835,47201,3,$$,22,39.223473,-85.902534,Red Lobster,2,239,44127,36.6,58605,31029,5766,1047,COLUMBUS,IN,Midwest,63,69
2836,78759,3,,14,30.4005,-97.7456,Panda Express,1,1657,42524,40,81066,53867,2441,1005,AUSTIN,TX,South,70,71
2837,78759,3,$,67,30.3898702,-97.7333184,Chipotle,0,2200,42524,40,81066,53867,2441,1005,AUSTIN,TX,South,54,51
2838,19095,3,,15,40.0753,-75.154,Panda Express,1,1658,7014,41.9,74018,42206,721,133,WYNCOTE,PA,East,39,50
2839,19095,1.5,$,34,40.0735299,-75.1549209,Chipotle,0,2024,7014,41.9,74018,42206,721,133,WYNCOTE,PA,East,81,58
2840,37415,1.5,,19,35.1269,-85.2412,Panda Express,1,1659,23967,39.4,48815,31351,3133,533,CHATTANOOGA,TN,South,49,42
2841,37415,2.5,$$,25,35.133174,-85.240775,Red Lobster,2,561,23967,39.4,48815,31351,3133,533,CHATTANOOGA,TN,South,45,41
2842,43240,3.5,,14,40.15,-82.9799,Panda Express,1,1660,4295,31.8,71705,39971,239,62,COLUMBUS,OH,Midwest,43,48
2843,43240,2.5,$,38,40.1439203,-82.9893933,Chipotle,0,1887,4295,31.8,71705,39971,239,62,COLUMBUS,OH,Midwest,53,45
2844,43240,3.5,$$,63,40.142168,-82.985486,Red Lobster,2,468,4295,31.8,71705,39971,239,62,COLUMBUS,OH,Midwest,58,55
2845,37363,2,,25,35.0849,-85.0658,Panda Express,1,1661,40041,40.2,76602,36082,2094,649,OOLTEWAH,TN,South,43,30
2846,75142,1.5,,11,32.5762,-96.3091,Panda Express,1,1662,19059,36.4,53931,23844,3609,457,KAUFMAN,TX,South,61,44
2847,16602,2.5,,12,40.4712,-78.4064,Panda Express,1,1663,29113,42.4,41159,25238,5436,626,ALTOONA,PA,East,66,49
2848,16602,3,$,22,40.4886193,-78.386715,Chipotle,0,2032,29113,42.4,41159,25238,5436,626,ALTOONA,PA,East,43,21
2849,16602,3,$$,10,40.482793,-78.400988,Red Lobster,2,511,29113,42.4,41159,25238,5436,626,ALTOONA,PA,East,73,51
2850,58104,1,,2,46.8002,-96.8434,Panda Express,1,1664,40832,31.8,77055,42863,2121,700,FARGO,ND,Midwest,23,33
2851,45807,2,,10,40.7691,-84.162,Panda Express,1,1665,12407,42.9,64142,30655,644,170,LIMA,OH,Midwest,55,42
2852,94403,2.5,$,43,37.5373,-122.2992,Panda Express,1,1666,44300,38.6,123968,60951,3016,863,SAN MATEO,CA,West,88,77
2853,94403,2.5,$,132,37.5446958,-122.291492,Chipotle,0,257,44300,38.6,123968,60951,3016,863,SAN MATEO,CA,West,75,81
2854,95762,2,,22,38.6503,-121.0668,Panda Express,1,1667,42494,43.5,132470,55047,1889,978,EL DORADO HILLS,CA,West,57,49
2855,96002,2.5,,22,40.5396,-122.3502,Panda Express,1,1668,33901,38.3,52693,27720,5821,812,REDDING,CA,West,29,35
2856,75407,3,,8,33.1753,-96.5183,Panda Express,1,1670,16582,33.8,60763,26974,1652,316,PRINCETON,TX,South,19,33
2857,35235,2.5,,34,33.597,-86.6438,Panda Express,1,1672,20926,38,55609,25477,2829,774,BIRMINGHAM,AL,South,43,32
2858,35235,3,$,18,33.5955814,-86.6474368,Chipotle,0,5,20926,38,55609,25477,2829,774,BIRMINGHAM,AL,South,41,23
2859,35235,3,$$,44,33.605687,-86.635594,Red Lobster,2,2,20926,38,55609,25477,2829,774,BIRMINGHAM,AL,South,35,27
2860,68512,3,,2,40.7386,-96.7015,Panda Express,1,1673,13660,36.7,76667,41163,1030,207,LINCOLN,NE,Midwest,51,65
2861,78550,,,,26.1723,-97.6715,Panda Express,1,1674,52216,30.6,36948,17927,16696,1669,HARLINGEN,TX,South,46,51
2862,78852,2,,7,28.7079,-100.4837,Panda Express,1,1675,56838,29.5,38169,16868,15094,2754,EAGLE PASS,TX,South,81,49
2863,44883,1.5,,3,41.1122,-83.2114,Panda Express,1,1677,28183,39,48010,25509,3629,638,TIFFIN,OH,Midwest,53,50
2864,44883,4,$,6,41.112517,-83.2016966,Chipotle,0,1968,28183,39,48010,25509,3629,638,TIFFIN,OH,Midwest,61,56
2865,95482,2,$$,16,39.1288,-123.1985,Panda Express,1,1678,31847,39.3,50000,28054,6001,1458,UKIAH,CA,West,40,50
2866,95482,3,$,32,39.1516454,-123.1993597,Chipotle,0,519,31847,39.3,50000,28054,6001,1458,UKIAH,CA,West,84,61
2867,33579,2,$,15,27.7916,-82.3294,Panda Express,1,1679,34271,35.4,81635,29332,2539,1245,RIVERVIEW,FL,South,59,60
2868,23801,5,,1,37.246,-77.346,Panda Express,1,1681,5409,22,62864,19986,254,203,FORT LEE,VA,East,15,39
2869,13603,3.5,,3,44.0436,-75.8073,Panda Express,1,1682,9589,22.7,45272,18555,890,309,WATERTOWN,NY,East,29,41
2870,99004,,,,47.489,-117.5748,Panda Express,1,1684,20411,26.6,49100,24523,4312,694,CHENEY,WA,West,80,70
2871,84790,2,,19,37.1,-113.5374,Panda Express,1,1685,44224,38.6,59861,27829,5423,735,SAINT GEORGE,UT,West,43,68
2872,84790,2.5,$,48,37.1118,-113.5553,Panda Express,1,1878,44224,38.6,59861,27829,5423,735,SAINT GEORGE,UT,West,40,45
2873,84790,3.5,$,47,37.1118491,-113.5544053,Chipotle,0,2400,44224,38.6,59861,27829,5423,735,SAINT GEORGE,UT,West,45,29
2874,84790,3.5,$$,74,37.112426,-113.554409,Red Lobster,2,641,44224,38.6,59861,27829,5423,735,SAINT GEORGE,UT,West,43,24
2875,19122,,,,39.9812,-75.1554,Panda Express,1,1687,22187,26.8,35828,18983,6227,1173,PHILADELPHIA,PA,East,90,74
2876,19122,1.5,,3,39.9795002,-75.1536543,Chipotle,0,2088,22187,26.8,35828,18983,6227,1173,PHILADELPHIA,PA,East,85,75
2877,90807,2,$,40,33.8411,-118.1828,Panda Express,1,1688,32067,41.4,77488,42071,2119,868,LONG BEACH,CA,West,87,88
2878,89523,2.5,,24,39.5344,-119.8653,Panda Express,1,1689,34675,38.6,72354,37539,2713,1028,RENO,NV,West,70,64
2879,89523,3,$,44,39.5324191,-119.8654267,Chipotle,0,1485,34675,38.6,72354,37539,2713,1028,RENO,NV,West,68,54
2880,96150,3,,33,38.9478,-119.9578,Panda Express,1,1690,29357,38.8,56321,33569,3459,1129,SOUTH LAKE TAHOE,CA,West,68,86
2881,96150,3,,8,38.9481161,-119.9577973,Chipotle,0,498,29357,38.8,56321,33569,3459,1129,SOUTH LAKE TAHOE,CA,West,68,86
2882,96150,3,,8,38.956144,-119.944448,Chipotle,0,499,29357,38.8,56321,33569,3459,1129,SOUTH LAKE TAHOE,CA,West,69,71
2883,96150,3,,8,38.9548158,-119.9444365,Chipotle,0,500,29357,38.8,56321,33569,3459,1129,SOUTH LAKE TAHOE,CA,West,72,70
2884,96150,3,,8,38.916158,-119.999556,Chipotle,0,502,29357,38.8,56321,33569,3459,1129,SOUTH LAKE TAHOE,CA,West,65,76
2885,96150,3,,8,38.9466476,-119.9656391,Chipotle,0,503,29357,38.8,56321,33569,3459,1129,SOUTH LAKE TAHOE,CA,West,73,88
2886,32821,2.5,,18,28.3933,-81.4864,Panda Express,1,1691,17374,32.7,56090,30059,2407,383,ORLANDO,FL,South,34,61
2887,32821,2,$,13,28.3936794,-81.4854745,Chipotle,0,722,17374,32.7,56090,30059,2407,383,ORLANDO,FL,South,34,61
2888,42104,2.5,,10,36.9525,-86.4254,Panda Express,1,1692,33415,36.2,58323,32998,3635,712,BOWLING GREEN,KY,South,61,48
2889,42104,3,$,18,36.9428102,-86.4210567,Chipotle,0,1112,33415,36.2,58323,32998,3635,712,BOWLING GREEN,KY,South,61,46
2890,42104,3,$$,23,36.951351,-86.426222,Red Lobster,2,273,33415,36.2,58323,32998,3635,712,BOWLING GREEN,KY,South,66,49
2891,23831,3,,2,37.3589,-77.4142,Panda Express,1,1693,36765,39.4,75520,32977,1947,788,CHESTER,VA,East,48,38
2892,23831,2,$,60,37.3544055,-77.4108743,Chipotle,0,2452,36765,39.4,75520,32977,1947,788,CHESTER,VA,East,47,37
2893,77318,2.5,,12,30.4245,-95.4799,Panda Express,1,1694,15380,44.6,61777,31266,787,325,WILLIS,TX,South,64,46
2894,65738,2.5,,7,37.1326,-93.4562,Panda Express,1,1698,18814,33.4,51375,24018,2475,395,REPUBLIC,MO,Midwest,47,49
2895,36619,3,,7,30.5981,-88.1639,Panda Express,1,1699,15422,40.1,55516,27248,1953,364,MOBILE,AL,South,35,38
2896,40511,4.5,,3,38.0718,-84.4807,Panda Express,1,1700,33116,35,60774,27889,4316,931,LEXINGTON,KY,South,57,38
2897,36117,3.5,,7,32.3615,-86.1562,Panda Express,1,1701,53841,35.2,62753,34749,6894,1414,MONTGOMERY,AL,South,33,37
2898,36117,3,$,45,32.3591769,-86.1622529,Chipotle,0,12,53841,35.2,62753,34749,6894,1414,MONTGOMERY,AL,South,43,40
2899,36117,2.5,$$,36,32.38259,-86.207348,Red Lobster,2,9,53841,35.2,62753,34749,6894,1414,MONTGOMERY,AL,South,60,46
2900,91304,2.5,$,30,34.2183,-118.6073,Panda Express,1,1702,53761,38.2,68282,31446,7003,1784,CANOGA PARK,CA,West,63,72
2901,49508,2.5,,11,42.9115,-85.5889,Panda Express,1,1703,40830,35.3,55580,25218,4114,1126,GRAND RAPIDS,MI,Midwest,52,47
2902,49508,3.5,$,9,42.8492001,-85.6258914,Chipotle,0,1337,40830,35.3,55580,25218,4114,1126,GRAND RAPIDS,MI,Midwest,61,52
2903,64055,2.5,,8,39.0449,-94.4137,Panda Express,1,1707,33633,46.2,50852,33404,2937,685,INDEPENDENCE,MO,Midwest,61,35
2904,64055,3,$,43,39.0336853,-94.3579253,Chipotle,0,1439,33633,46.2,50852,33404,2937,685,INDEPENDENCE,MO,Midwest,41,65
2905,64055,3.5,$$,41,39.041411,-94.415848,Red Lobster,2,268,33633,46.2,50852,33404,2937,685,INDEPENDENCE,MO,Midwest,57,36
2906,75020,3.5,,6,33.7623,-96.5847,Panda Express,1,1709,22487,42.4,50241,26937,3132,811,DENISON,TX,South,41,43
2907,21061,3,,12,39.1968,-76.6135,Panda Express,1,1710,54059,35.5,67128,31793,4427,2001,GLEN BURNIE,MD,East,75,57
2908,21061,2.5,$,30,39.1946592,-76.6140805,Chipotle,0,1176,54059,35.5,67128,31793,4427,2001,GLEN BURNIE,MD,East,77,57
2909,44241,2,,19,41.2454,-81.3573,Panda Express,1,1711,16638,39.4,63836,30093,1669,461,STREETSBORO,OH,Midwest,47,28
2910,44241,4,$,31,41.2509557,-81.3634359,Chipotle,0,1967,16638,39.4,63836,30093,1669,461,STREETSBORO,OH,Midwest,36,34
2911,77047,3.5,,5,29.5995,-95.3541,Panda Express,1,1712,29693,32.2,64648,25993,5220,1433,HOUSTON,TX,South,35,45
2912,85041,3,,11,33.3917,-112.0847,Panda Express,1,1713,62491,29.8,53597,19436,14315,1735,PHOENIX,AZ,West,64,72
2913,85122,1.5,,9,32.9385,-111.7567,Panda Express,1,1715,57860,35.4,48289,21511,10982,1970,CASA GRANDE,AZ,West,18,36
2914,85122,3,$,32,32.8791,-111.7123,Panda Express,1,2109,57860,35.4,48289,21511,10982,1970,CASA GRANDE,AZ,West,45,47
2915,85122,4,$,24,32.8791301,-111.7112353,Chipotle,0,18,57860,35.4,48289,21511,10982,1970,CASA GRANDE,AZ,West,42,46
2916,34655,2.5,,10,28.2055,-82.667,Panda Express,1,1716,39385,48.8,61845,34418,2997,633,NEW PORT RICHEY,FL,South,50,52
2917,7114,,,,40.6895,-74.1745,Panda Express,1,1717,12749,35.3,26970,12501,2915,774,NEWARK,NJ,East,21,35
2918,20755,,,,39.0979,-76.729,Panda Express,1,1721,10297,25.1,77740,24945,610,337,FORT GEORGE G MEADE,MD,East,21,35
2919,75103,2.5,,3,32.5795,-95.8557,Panda Express,1,1723,14458,42.9,51621,27697,1507,306,CANTON,TX,South,19,30
2920,73071,2,,12,35.1817,-97.4164,Panda Express,1,1724,42656,28.5,49467,26134,9955,1217,NORMAN,OK,South,28,48
2921,95330,2.5,,27,37.826,-121.2887,Panda Express,1,1725,21552,33,81339,24171,2354,662,LATHROP,CA,West,74,59
2922,94551,2.5,$,14,37.6967,-121.8467,Panda Express,1,1726,45753,36.8,113305,46851,2411,904,LIVERMORE,CA,West,34,62
2923,94551,2.5,$,55,37.6948,-121.7465,Panda Express,1,2070,45753,36.8,113305,46851,2411,904,LIVERMORE,CA,West,54,74
