Address,ZIP,lat,lng
"Tom Bradley Terminal WestOne World Way, Los Angeles, CA 90044",90044,33.9428441,-118.4092948
"3425 Salida StreetSuite A, Aurora, CO 80011",80011,39.7641975,-104.7726805
"102 E.ovilla RdBldg A, Red Oak, TX 75154",75154,32.5323841,-96.8186519
"3141 Crow Canyon Pl.Suite # G, San Ramon, CA 94583",94583,37.7784818,-121.9687274
"361 N. Capitol Ave10, San Jose, CA 95132",95132,37.3710743,-121.8447968
"6900 N. Mesa St#A, El Paso, TX 79912",79912,31.8355715,-106.5475747
"10722 Sunset Hills PlazaSpace A1, Saint Louis, MO 63127",63127,38.5526366,-90.4076121
"1384 Higdon FerrySuite C, Hot Springs National Park, AR 71913",71913,34.4687449,-93.0694534
"5295 Whittlesey BlvdSte 100, Columbus, GA 31909",31909,32.5416973,-84.9504453
"32411 St Of The Golden Lantern#5R, Laguna Niguel, CA 92677",92677,33.492031,-117.696958
"1088 W. Marine Corps DriveMicronesia Mall - Food Court Space C-221, Dededo, GU 96929",96929,13.5204393,144.8177869
"5410 Crossings Dr.103, Rocklin, CA 95677",95677,38.800065,-121.2049038
"303 W Texas AveLions Den Food Court, Student Union, Hammond, LA 70402",70402,30.514038,-90.467716
"5720 Cottle Rd30, San Jose, CA 95123",95123,37.2482301,-121.8030745
"90-15 Queens BlvdSpace FC-3, Elmhurst, NY 11373",11373,40.7348031,-73.8695671
"1031 Sanguinetti Rd.Suite B, Sonora, CA 95370",95370,37.9737776,-120.365024
"199 Chalan San AntonioSte 200, Tamuning, GU 96913",96913,13.48977,144.780868
"1690 45th Street SouthSuite 100, Fargo, ND 58103",58103,46.8550801,-96.8612035
"521 E. Shaw Avenue106, Fresno, CA 93710",93710,36.8065317,-119.7792371
"8180 Sheldon Road100, Elk Grove, CA 95758",95758,38.4376834,-121.4056048
"1035 El Monte AveC, Mountain View, CA 94040",94040,37.3911652,-122.095114
"1151 40th St100, Emeryville, CA 94608",94608,37.8307178,-122.2803097
"429 L'enfant Plaza SwSuite 415 Promenade Level, Washington, DC 20024",20024,38.8838907,-77.024017
"1620 N. School StSte 119, Honolulu, HI 96817",96817,21.3362482,-157.868416
"1101 Center Ave. Mall253, Fort Collins, CO 80523",80523,40.5726777,-105.0837293
"255 Robert C Daniel Jr PkwySte B, Augusta, GA 30909",30909,33.4875598,-82.081273
"120 Tom Hill Sr Blvd#105, Macon, GA 31210",31210,32.9006225,-83.6883796
"1300 East 86thSuite 6, Indianapolis, IN 46240",46240,39.9147313,-86.1384456
"2630 Fifth Street40, Alameda, CA 94501",94501,37.7868664,-122.280664
"2006 N Rock RoadSuite 100, Derby, KS 67037",67037,37.56833665,-97.24372596
"1255 Raritan RoadUnit 420, Clark, NJ 07066",7066,40.6317675,-74.3050858
"350 Ferst Drive NwStudent Center Commons suite 107, Atlanta, GA 30332",30332,33.773964,-84.3983559
"455 Trolley Line BlvdSpace 935, Mashantucket, CT 06338",6338,41.4763404,-71.9620183
"1580 Valley West Drive100, West Des Moines, IA 50266",50266,41.5968334,-93.7526032
"100 Cambridgeside PlaceSpace F-17, Cambridge, MA 02141",2141,42.3681263,-71.076239
"3601 North Digital DriveSuite 102, Lehi, UT 84043",84043,40.4309847,-111.8866994
"420 University Blvd.Campus Center, Indianapolis, IN 46202",46202,39.77359168,-86.17565475
"Montclair State Dining, 1 Normal Ave.1 Normal Avenue, Montclair, NJ 07043",7043,40.862737,-74.1976632
"312 Meadow Brook Rd Suite#146Suite 146, Rochester, MI 48309",48309,42.6743732,-83.2167661
"University Of Oregon1585 E. 13th Ave., Eugene, OR 97403",97403,44.04475662,-123.0737549
"5448 Dressler RdBelden Park Crossing, North Canton, OH 44720",44720,40.8601799,-81.4324889
"Grand Canyon University3300 W Camelback Rd, Phoenix, AZ 85017",85017,33.50947189,-112.1299515
"1919 W. Main19th & Main St, Bozeman, MT 59715",59715,45.680203,-111.0631631
"4865 N. Ten Mile RdSuite 100, Meridian, ID 83646",83646,43.6488271,-116.4335757
"200 Hamakua DrUnit # B4, Kailua, HI 96734",96734,21.3905498,-157.7396976
"3780 Lorna RdRiver Chase Village Ste 1300, Hoover, AL 35244",35244,33.3774715,-86.8029859
"500 Linda Mar BlvdSuite 103, Pacifica, CA 94044",94044,37.59555,-122.50382
"91-0710 Farrington HighwaySuite B200, Kapolei, HI 96707",96707,21.34917565,-158.0649903
"2800 Terminal Road Terminal A NorthGeorge Bush Airport, Houston, TX 77032",77032,29.985529,-95.34983542
"303 Carroll StreetStudent Union Building, Akron, OH 44325",44325,41.0756296,-81.5123575
"One University Plaza Ms1700University Center, Cape Girardeau, MO 63701",63701,37.3126443,-89.5310043
"501 East 10th StreetMain Campus Student Center, Greenville, NC 27858",27858,35.608679,-77.364708
"460 Oro Dam Blvd., Lot 1Oroville Dam & Feather River, Oroville, CA 95965",95965,39.49809864,-121.5707313
"211 Ne Terry LaneSuite #A, Grants Pass, OR 97526",97526,42.4370839,-123.3029173
"211 E. Highway 246SUITE 101, Buellton, CA 93427",93427,34.61146317,-120.1883074
"318 Mall BoulevardSte 700, Savannah, GA 31406",31406,32.0052192,-81.1124786
"9755 Chapman AveSuite # A, Garden Grove, CA 92843",92843,33.7888564,-117.9623507
"1100 Concord AvenueUnit 10, Concord, CA 94520",94520,37.9787366,-122.0582746
"Ka Makana Ali'i Mall91-5431 Kapolei Parkway, Ste 421, Kapolei, HI 96707",96707,21.3353909,-158.0568965
"4200 George J. Bean ParkwayTerminal E, Tampa, FL 33607",33607,27.980134,-82.538126
"University Of Kentucky Student Center, 160 Avenue Of Champions101 Main Building, Lexington, KY 40506",40506,38.036027,-84.502847
"University Of Mississippi, 1 Student Union Drive218 Student Union Drive, University, MS 38677",38677,34.365007,-89.537504
"5150 Cherry Ave.Suite 20, San Jose, CA 95118",95118,37.2588777,-121.8769808
"1601 W 17th StUnit I, Santa Ana, CA 92706",92706,33.7606138,-117.8903927
"1502 Cumberland Ave915 Volunteer Boulevard, Knoxville, TN 37996",37996,35.9606781,-83.92102814
"Student Center1400 Coleman Ave, Macon, GA 31207",31207,32.83967972,-83.62757874
"5060 E. Montclair Plaza2000, Montclair, CA 91763",91763,34.086703,-117.69511
"3883 Commercial St SeSuite 101, Salem, OR 97302",97302,44.899963,-123.039396
"21940 Pacific Hwy 99Suite D, Edmonds, WA 98026",98026,47.8015618,-122.3303538
"11939 N. Grand Parkway ESuite 100, New Caney, TX 77357",77357,30.130829,-95.235479
"1740 N. University Dr.Suite B, Plantation, FL 33322",33322,26.149332,-80.256557
"11167 Park BlvdSte A, Seminole, FL 33772",33772,27.842031,-82.794921
"26150 Novi RdSuite 400, Novi, MI 48375",48375,42.483498,-83.475696
"2440 Market St. NeSuite 905, Washington, DC 20018",20018,38.9204415,-76.9525135
"1987 W. Clinton AvenueSte 101, Fresno, CA 93705",93705,36.771712,-119.834305
"Guillot University Center1 Harrison Plaza, Florence, AL 35632",35632,34.8092,-87.678322
"201 E. Magnolia BlvdSuite 137, Burbank, CA 91501",91501,34.183112,-118.311687
"8166 Delta Shores Cir. S.,Suite 140,, Sacramento, CA 95832",95832,38.46309222,-121.4929256
"12715 Pegasus DriveStudent Union Building, Orlando, FL 32826",32826,28.606889,-81.197274
"Naval Station Mayport1596 Maine Street, Jacksonville, FL 32228",32228,30.37633,-81.41
"13465 Camino CanadaSuite 103, El Cajon, CA 92021",92021,32.82341824,-116.9031569
"188 South Rio Grande St.Suite A, Salt Lake City, UT 84101",84101,40.769278,-111.902499
"9985 Tagore PlaceSte 105, Orlando, FL 32832",32832,28.38872214,-81.24497681
"4620 S Florida AveSuite 100, Lakeland, FL 33813",33813,27.982124,-81.956926
"112 Loyola DrSte 100, Myrtle Beach, SC 29588",29588,33.64111,-78.99066
"405 K StSte 235, Sacramento, CA 95814",95814,38.58138223,-121.5018653
"3640 Rosemead Blvd.Suite #A, Rosemead, CA 91770",91770,34.083569,-118.073227
"1810 W Slauson AveSuite E, Los Angeles, CA 90047",90047,33.98915,-118.30895
"4100 Central Avenue SwSuite 101, Albuquerque, NM 87105",87105,35.08595,-106.68473
"2307 Se Adams Blvd.Silver Lake Village, Bartlesville, OK 74006",74006,36.74255,-95.95339
"300 World WaySpace 329 F&B, Los Angeles, CA 90045",90045,33.94671912,-118.4073839
"1802 Avenue ILowman Student Center, Huntsville, TX 77340",77340,30.712839,-95.550659
"1713 S Western AveSuite B, Los Angeles, CA 90019",90019,34.043089,-118.310138
"44047 Osgood RoadSuite 200, Fremont, CA 94539",94539,37.511148,-121.940858
"5108 BroadwaySuite K108, Oakland, CA 94611",94611,37.834691,-122.249879
"1260 Bridge StSuite C1, Yuba City, CA 95991",95991,39.1315,-121.633974
"5400 Donald Ross Rd.Suite 100, Palm Beach Gardens, FL 33418",33418,26.88156,-80.12259
"1388 Gemini PlaceGemini Place Towne Center, Columbus, OH 43240",43240,40.15,-82.97993
"4354 Town Center Blvd.,Suite #114, El Dorado Hills, CA 95762",95762,38.650325,-121.066813
"1236 Airport Park BlvdSuite A, Ukiah, CA 95482",95482,39.128801,-123.198513
"526 5th StPence Union Building (PUB), Cheney, WA 99004",99004,47.48900986,-117.5747681
"5115 Mae Anne Ave.Suite A, Reno, NV 89523",89523,39.53442,-119.86526
"3640a Lake Tahoe Blvd.Unit 400, South Lake Tahoe, CA 96150",96150,38.94777,-119.957788
"2323 Babcock RdSuite 107, San Antonio, TX 78229",78229,29.50560585,-98.58480243
"8201 Topanga Canyon Blvdsuite #3, Canoga Park, CA 91304",91304,34.218271,-118.607332
"8417 Evergreen WaySuite 120, Everett, WA 98208",98208,47.920594,-122.228515
"9007 Woodman AveSuite #D, Arleta, CA 91331",91331,34.233209,-118.439643
"2799 Rose Street, Suite 17Fort Meade Main Exchange, Fort George G Meade, MD 20755",20755,39.097852,-76.729008
"4021 Grand AveSuite D, Chino, CA 91710",91710,33.995857,-117.717519
"20 City Blvd W#F-6, Orange, CA 92868",92868,33.784039,-117.89403
"353 N Pass Ave.Suite A, Burbank, CA 91505",91505,34.155899,-118.346332
"12971 Beach BlvdVillage Center, Garden Grove, CA 92841",92841,33.773784,-117.992883
"3950 S Terminal RoadTerminal #E, Houston, TX 77032",77032,29.985684,-95.3359476
"570 Munras Ave.Suite 30, Monterey, CA 93940",93940,36.596559,-121.894352
"2171 Reilly RdBldg 4, Fort Bragg, NC 28307",28307,35.123664,-78.990669
"Dolley Madison BlvdSodexo Cafeteria, Mc Lean, VA 22101",22101,38.93645,-77.186535
"3460 Sandy Plains Rd NeSuite 210, Marietta, GA 30066",30066,34.034757,-84.463702
"17200 Ventura BlvdSuite 224, Encino, CA 91316",91316,34.159823,-118.507489
"1309 N. Jacksonmill Ave.N Meridian Rd & E Deer Flat Rd, Kuna, ID 83634",83634,43.499992,-116.393108
"120 E. Taylor StreetTaylor Place, Phoenix, AZ 85004",85004,33.453539,-112.073122
"8515 Park Meadows Center DriveSte. 3033, Space DH-7, Littleton, CO 80124",80124,39.5617222,-104.8787727
"1299 Galleria @tylerSPACE #FC-10, Riverside, CA 92503",92503,33.9097475,-117.4578357
"4301 W. Wisconsin Ave.SUITE 606, Appleton, WI 54915",54915,44.2692534,-88.4705139
"3000 Grapevine Mills Parkway#FC-9, Grapevine, TX 76051",76051,32.9661607,-97.0425031
"4545 La Jolla Village Dr.,#E-20, San Diego, CA 92122",92122,32.873542,-117.210122
"1451 Coral Ridge Ave.SUITE 618, Coralville, IA 52241",52241,41.6908901,-91.601858
"46-047 Kamehameha HighwaySUITE F-8, Kaneohe, HI 96744",96744,21.4213503,-157.802906
"3999 Las Vegas Blvd. SouthSUITE 1, Las Vegas, NV 89119",89119,36.0902211,-115.1720703
"2000 N. Neil St712, Champaign, IL 61820",61820,40.1423318,-88.2429304
"3355 Las Vegas Blvd. SouthSUITE 2206, Las Vegas, NV 89109",89109,36.1229174,-115.1685253
"10450 S. State St.#FC-03, Sandy, UT 84070",84070,40.5620565,-111.8950438
"1000 Universal Terrace PkwyV202, Universal City, CA 91608",91608,34.1361946,-118.3536638
"27000 Crown Valley Parkway#VC/09, Mission Viejo, CA 92691",92691,33.561488,-117.6698
"1303 E University BlvdBldg 17, #F203, Tucson, AZ 85719",85719,32.2327763,-110.9520402
"9795 W. Charleston Blvd.SUITE 103, Las Vegas, NV 89117",89117,36.1585471,-115.3111755
"1340 Northridge MallFood Court, Salinas, CA 93906",93906,36.7149843,-121.6610173
"5500 Grossmont Cntr Drive,SPACE# E-1, La Mesa, CA 91942",91942,32.77989,-117.009641
"3111 West Chandler BlvdFF-202, Chandler, AZ 85226",85226,33.3017106,-111.8985267
"3440 East Baseline RoadSPACE#101, Mesa, AZ 85204",85204,33.3796235,-111.7559876
"2855 Stevens Creek BlvdFC - 7, Santa Clara, CA 95050",95050,37.3253266,-121.9453801
"745 E. Hospitality LaneSUITE A, San Bernardino, CA 92408",92408,34.0659646,-117.2695825
"4949 North Rancho DriveSPACE# FC-1, Las Vegas, NV 89130",89130,36.2498922,-115.2441383
"3825 South Maryland PkySPACE #A, Las Vegas, NV 89119",89119,36.1194729,-115.1381069
"3200 Holcomb Bridge Rd.SPACE #650A, Norcross, GA 30092",30092,33.9528681,-84.233301
"1320 Garden Of The Gods Road#A, Colorado Springs, CO 80907",80907,38.8975559,-104.8515794
"3001 White Bear Ave207, North Saint Paul, MN 55109",55109,45.0314245,-93.0219876
"1748 W. Redstone Ctr DriveSUITE #110, Park City, UT 84098",84098,40.721205,-111.5430456
"2350 West Florida AveSUITE 120, Hemet, CA 92545",92545,33.7477175,-116.9963423
"4780 W. Tropicana Ave.SPACE# 100, Las Vegas, NV 89103",89103,36.101497,-115.2054035
"1240 N. University AveSPACE #A, Provo, UT 84604",84604,40.2510709,-111.6582065
"37134 47th Street E.SUITE D, Palmdale, CA 93552",93552,34.5566372,-118.044847
"2980 E. Capitol ExpresswaySUITE 10, San Jose, CA 95148",95148,37.3316911,-121.8109753
"293 Valley River CtrG-23, Eugene, OR 97401",97401,44.0685914,-123.1050017
"2015 N Power RdSuite 101, Mesa, AZ 85215",85215,33.45193934,-111.6829407
"7510 West Thomas Rd.SPACE #100, Phoenix, AZ 85033",85033,33.4806456,-112.2210815
"670 W. San Marcos Blvd.SPACE 105, San Marcos, CA 92069",92069,33.137411,-117.178431
"148 S. Pleasant Grove BlvdSUITE 110, Pleasant Grove, UT 84062",84062,40.3646409,-111.7530582
"9211 Clairemont Mesa Blvd.#105, San Diego, CA 92123",92123,32.831105,-117.1304534
"431 Rohnert ParkEXPRESSWAY WEST, Rohnert Park, CA 94928",94928,38.3484468,-122.7196768
"1263 E. Silverado Ranch Blvd#100, Las Vegas, NV 89123",89123,36.0127369,-115.1360167
"University Of MarylandStamp Student Union, College Park, MD 20742",20742,38.9886147,-76.939248
"2295 Otay Lakes RdSPACE #115, Chula Vista, CA 91915",91915,32.648072,-116.966059
"8700 Ne Vancouver Mall Dr.#265, Vancouver, WA 98662",98662,45.6582689,-122.5836597
"250 Cochrane PlazaSpace# 120, Morgan Hill, CA 95037",95037,37.151089,-121.6547215
"925 Blossom Hill Rd.SPACE 1621, San Jose, CA 95123",95123,37.2525161,-121.8630003
"7017 Spring Mountain RoadSPACE 104, Las Vegas, NV 89117",89117,36.1253124,-115.2462367
"5230 Windward ParkwaySPACE 109, Alpharetta, GA 30004",30004,34.0913384,-84.2760089
"4309 W. Bethany Home RdSPACE 1181, Glendale, AZ 85301",85301,33.5227015,-112.152081
"1684 Nw Chipman RoadUNIT B, Lees Summit, MO 64081",64081,38.9266504,-94.4062517
"5595 Simmons St.SUITE #1 & 2, North Las Vegas, NV 89031",89031,36.2612478,-115.1808133
"1747 E. Florence Blvd.STE 1, Casa Grande, AZ 85122",85122,32.8790918,-111.7122989
"9115 E. Baseline RdSUITE 108, Mesa, AZ 85208",85208,33.37689199,-111.6372737
"5500 Campanile Dr.EAST COMMONS #116, San Diego, CA 92182",92182,32.7721328,-117.0726647
"27602 Antonio ParkwaySUITE #G-3, Ladera Ranch, CA 92694",92694,33.563044,-117.629377
"5130 S. Fort Apache Road.SPACE 230, Las Vegas, NV 89148",89148,36.0957458,-115.2967171
"3140 N Glassford Hill RoadSuite 105, Prescott Valley, AZ 86314",86314,34.5882272,-112.3400168
"Caribbean Cinemas Boulevard 90AVE RIO HONDO, Bayamon, PR 00961",961,18.406853,-66.164817
"2624 W Kettleman Ln#160, Lodi, CA 95242",95242,38.11514944,-121.3084597
"3785 S. Las Vegas Blvd.SPACE 2500, Las Vegas, NV 89109",89109,36.1035296,-115.1723424
"425 S. Sunrise WaySTE. #10 & 11, Palm Springs, CA 92262",92262,33.8170785,-116.5300121
"7000 Eastern Ave.SUITE #C, Bell Gardens, CA 90201",90201,33.9694409,-118.1642427
"9565 E. 22nd StreetSUITE 155, Tucson, AZ 85748",85748,32.2069003,-110.7884266
"1450 Lead Hill BlvdSUITE 170, Roseville, CA 95678",95678,38.7480166,-121.2535449
"4416 E. Bonanza BlvdSuite #110, Las Vegas, NV 89110",89110,36.1739844,-115.0797206
"921 Topsy LaneSUITE #414,, Carson City, NV 89705",89705,39.1099943,-119.776721
"3170 N. Fowler Ave.SP. #1, Clovis, CA 93611",93611,36.7942787,-119.6827417
"5860 Baltimore National Pike#A, Catonsville, MD 21228",21228,39.2875255,-76.7360995
"708 Center Dr.SP. #102, San Marcos, CA 92069",92069,33.1336637,-117.1222225
"4425 E. Mckellips Rd.SUITE 101, Mesa, AZ 85215",85215,33.4494697,-111.7349063
"3140 Balfour Rd.SP# A, Brentwood, CA 94513",94513,37.924659,-121.7232682
"8495 S. Power RoadSUITE 100, Queen Creek, AZ 85142",85142,33.2647643,-111.6855872
"21000 Stevens Creek BlvdSUITE #300, Cupertino, CA 95014",95014,37.3225507,-122.0410932
"2200 Panama LaneSUITE #500, Bakersfield, CA 93307",93307,35.2962342,-119.0268234
"1120 BroadwaySUITE 140, Chula Vista, CA 91911",91911,32.609287,-117.08107
"25970 Iris Ave.STE B-8, Moreno Valley, CA 92551",92551,33.8915017,-117.2076657
"1830 Scenic Highway 124STE. #200, Snellville, GA 30078",30078,33.8773313,-84.0122035
"24387 Southland Dr.BLDG#A STE#103, Hayward, CA 94545",94545,37.6524928,-122.1043278
"25312 Madison Ave.SUITE 101, Murrieta, CA 92562",92562,33.5542057,-117.1964674
"6630 N. Durango DrSUITE #130, Las Vegas, NV 89149",89149,36.2813438,-115.2872561
"2325 S. Stemmons FwySUITE 307, Lewisville, TX 75067",75067,33.0070508,-96.9792119
"12434 N. Main St.#110, Rancho Cucamonga, CA 91739",91739,34.1122847,-117.5343357
"44421 20th Street EastSTE#G-1, Lancaster, CA 93535",93535,34.6902774,-118.095203
"1209 W. Irvington RoadSUITE# 100, Tucson, AZ 85706",85706,32.1625411,-110.990093
"100 Universal City PlazaBLDG #6528 / GATE #6, Universal City, CA 91608",91608,34.1378678,-118.3528631
"5500 Greenville Ave#200, Dallas, TX 75206",75206,32.8536332,-96.7684258
"9423 N. Fort Washington Rd.STE #101, Fresno, CA 93720",93720,36.8733855,-119.7767125
"5280 North Jackson Ave.SP. FC-3, Fresno, CA 93740",93740,36.8127197,-119.7483938
"22910 W. Vanowen St.Fallbrook Center, West Hills, CA 91307",91307,34.1936936,-118.6261792
"455 E. F.m. 1382SUITE# B, Cedar Hill, TX 75104",75104,32.5912023,-96.9355272
"972 Admiral Callaghan LaneSTE. B, Vallejo, CA 94591",94591,38.133401,-122.222453
"11521 N. Fm. 620 Rd.BLD. F, SUITE 900, Austin, TX 78726",78726,30.4534509,-97.8262951
