,Address,Zip Code,Latitude,Longitude,yelp_rating,price_tag,review_count,business_name
211,"209 S Weber Rd, Bolingbrook, IL 60490",60490,41.693220000000004,-88.123273,2.5,$$,54.0,red-lobster-bolingbrook
212,"1604 N State Rte 50, Bourbonnais, IL 60914",60914,41.174237,-87.85075400000001,3.0,$$,31.0,red-lobster-bourbonnais
213,"1901 N Prospect Ave, Champaign, IL 61822",61822,40.138433,-88.25849000000001,3.0,$$,68.0,red-lobster-champaign
214,"5201 S Pulaski Rd, Chicago, IL 60632",60632,41.798412,-87.72273299999999,2.0,$$,131.0,red-lobster-chicago-2
215,"3217 N Vermilion St, Danville, IL 61832",61832,40.176417,-87.629592,3.0,$$,16.0,red-lobster-danville-2
216,"3001 Finley Rd, Downers Grove, IL 60515",60515,41.833096999999995,-88.024404,3.0,$$,145.0,red-lobster-downers-grove
217,"110 Ludwig Dr, Fairview Heights, IL 62208",62208,38.600549,-89.992023,2.5,$$,71.0,red-lobster-fairview-heights
218,"997 S, State Route 51, Forsyth, IL 62535",62535,39.920528000000004,-88.956154,2.5,$$,28.0,red-lobster-forsyth
219,"902 Commons Dr, Geneva, IL 60134",60134,41.896544,-88.341252,3.0,$$,56.0,red-lobster-geneva-2
220,"6230 Grand Ave, Gurnee, IL 60031",60031,42.384332,-87.956429,2.5,$$,110.0,red-lobster-gurnee
221,"2950 Plainfield Rd, Joliet, IL 60435",60435,41.578095000000005,-88.160616,3.0,$$,67.0,red-lobster-joliet
222,"3301 W Touhy Ave, Lincolnwood, IL 60712",60712,42.011558,-87.712328,3.0,$$,189.0,red-lobster-lincolnwood
223,"2900 W Deyoung St, Marion, IL 62959",62959,37.7455,-88.97522,3.5,$$,24.0,red-lobster-marion-2
224,"3915 W 211th St, Matteson, IL 60443",60443,41.505712,-87.711913,2.5,$$,58.0,red-lobster-matteson
225,"4401 N Cumberland Ave, Norridge, IL 60706",60706,41.959992,-87.83620400000001,3.0,$$,169.0,red-lobster-norridge
226,"9500 SW Hwy, Oak Lawn, IL 60453",60453,41.719066,-87.769708,2.5,$$,123.0,red-lobster-oak-lawn
227,"14750 South La Grange Road, Orland Park, IL 60462",60462,41.621598999999996,-87.854226,3.0,$$,83.0,red-lobster-orland-park
228,"4625 N Sterling Ave, Peoria, IL 61615",61615,40.74429,-89.63224100000001,3.5,$$,50.0,red-lobster-peoria-2
229,"4381 Venture Dr, Peru, IL 61354",61354,41.362981,-89.126223,4.0,$$,31.0,red-lobster-peru
230,"5827 E State St, Rockford, IL 61108",61108,42.26582,-89.00285,3.0,$$,29.0,red-lobster-rockford
231,"800 E Golf Rd, Schaumburg, IL 60173",60173,42.050567,-88.059327,3.5,$$,183.0,red-lobster-schaumburg
232,"2696 S Dirksen Pkwy, Springfield, IL 62703",62703,39.766937,-89.60673299999999,2.5,$$,55.0,red-lobster-springfield-4
233,"701 Spring Hill Ring Rd, West Dundee, IL 60118",60118,42.102131,-88.289741,3.0,$$,58.0,red-lobster-west-dundee
234,"5806 S Scatterfield Rd, Anderson, IN 46013",46013,40.05679,-85.652138,3.5,$$,22.0,red-lobster-anderson
235,"10189 E US Hwy 36, Avon, IN 46123",46123,39.763226,-86.34269499999999,3.5,$$,45.0,red-lobster-avon
236,"2617 E 3rd St, Bloomington, IN 47401",47401,39.164615000000005,-86.499189,4.0,$$,39.0,red-lobster-bloomington
237,"951 E Lewis and Clark Pkwy Suite 3004, Clarksville, IN 47129",47129,38.317369,-85.761902,3.5,$$,29.0,red-lobster-clarksville
238,"2000 25th St, Columbus, IN 47201",47201,39.223473,-85.902534,3.0,$$,22.0,red-lobster-columbus-3
239,"3009 Brittany Ct, Elkhart, IN 46514",46514,41.729178999999995,-85.972619,2.5,$$$$,24.0,red-lobster-elkhart
240,"3930 N Main St, Mishawaka, IN 46545",46545,41.697551000000004,-86.181813,3.0,$$,57.0,red-lobster-mishawaka
241,"4605 Bellemeade Ave, Evansville, IN 47714",47714,37.967392,-87.49447099999999,3.5,$$,25.0,red-lobster-evansville
242,"4825 Coldwater Rd, Fort Wayne, IN 46825",46825,41.12352,-85.13631600000001,3.0,$$,67.0,red-lobster-fort-wayne
243,"690 East Thompson Rd, Indianapolis, IN 46227",46227,39.693837,-86.145882,3.5,$$,68.0,red-lobster-indianapolis-2
244,"1752 Shadeland Ave, Indianapolis, IN 46219",46219,39.791796999999995,-86.046221,2.5,$$,52.0,red-lobster-indianapolis
245,"5090 W 38th St, Indianapolis, IN 46254",46254,39.824326,-86.24672,3.0,$$,42.0,red-lobster-indianapolis-5
246,"6410 E 82nd St, Indianapolis, IN 46250",46250,39.905846999999994,-86.057396,3.0,$$,87.0,red-lobster-indianapolis-3
247,"1900 S Reed Rd, Kokomo, IN 46902",46902,40.464087,-86.107287,3.0,$$,23.0,red-lobster-kokomo
248,"120 S Creasy Ln, Lafayette, IN 47905",47905,40.416993,-86.840063,3.0,$$,40.0,red-lobster-lafayette-3
249,"1450 E 82nd Ave, Merrillville, IN 46410",46410,41.470264,-87.318936,3.5,$$,49.0,red-lobster-merrillville
250,"4353 Franklin St, Michigan City, IN 46360",46360,41.675398,-86.894674,3.0,$$,44.0,red-lobster-michigan-city
251,"223 W McGalliard Rd, Muncie, IN 47303",47303,40.218594,-85.388663,3.0,$$,23.0,red-lobster-muncie
252,"9311 Calumet Ave, Munster, IN 46321",46321,41.544267,-87.508415,3.0,$$,95.0,red-lobster-munster
253,"5400 National Rd E, Richmond, IN 47374",47374,39.8329,-84.828361,3.5,$$,18.0,red-lobster-richmond-3
254,"3407 S US Hwy 41, Terre Haute, IN 47802",47802,39.426572,-87.41713299999999,3.5,$$,31.0,red-lobster-terre-haute
255,"1100 Buckeye Ave, Ames, IA 50010",50010,42.013153,-93.610873,4.0,$$,17.0,red-lobster-ames
256,"163 Collins Rd NE, Cedar Rapids, IA 52402",52402,42.027353000000005,-91.628801,3.5,$$,25.0,red-lobster-cedar-rapids
257,"2671 2nd St, Coralville, IA 52241",52241,41.68874,-91.607286,3.0,$$,25.0,red-lobster-coralville
258,"3040 Dial Dr, Council Bluffs, IA 51501",51501,41.229772,-95.850252,3.5,$$,26.0,red-lobster-council-bluffs
259,"3420 E Kimberly Rd, Davenport, IA 52807",52807,41.551204999999996,-90.523014,3.0,$$,44.0,red-lobster-davenport
260,"4290 Sergeant Rd, Sioux City, IA 51106",51106,42.448961,-96.353646,3.5,$$,14.0,red-lobster-sioux-city
261,"941 E San Marnan Dr, Waterloo, IA 50702",50702,42.458156,-92.33742099999999,3.5,$$,20.0,red-lobster-waterloo
262,"3838 Westown Pkwy, West Des Moines, IA 50266",50266,41.595061,-93.756325,3.0,$$,58.0,red-lobster-west-des-moines
263,"10700 Parallel Pkwy, Kansas City, KS 66109",66109,39.128865999999995,-94.827457,2.5,$$,58.0,red-lobster-kansas-city
264,"9475 Metcalf Ave, Overland Park, KS 66212",66212,38.95718,-94.667084,3.0,$$,79.0,red-lobster-overland-park
265,"450 NW Barry Rd, Kansas City, MO 64155",64155,39.246736999999996,-94.58528199999999,2.5,$$,62.0,red-lobster-kansas-city-2
266,"14904 W 119th St, Olathe, KS 66062",66062,38.913213,-94.75891800000001,3.0,$$,42.0,red-lobster-olathe-2
267,"4328 S Noland Rd, Independence, MO 64055",64055,39.041411,-94.415848,3.5,$$,41.0,red-lobster-independence
268,"2925 S 9th St, Salina, KS 67401",67401,38.785176,-97.612088,3.0,$$,33.0,red-lobster-salina
269,"2011 SW Wanamaker Rd, Topeka, KS 66604",66604,39.030359999999995,-95.76274000000001,3.0,$$,39.0,red-lobster-topeka
270,"333 S. Towne East Mall Drive, Wichita, KS 67207",67207,37.682190999999996,-97.2521,3.0,$$,34.0,red-lobster-wichita-2
271,"555 S West St, Wichita, KS 67213",67213,37.675374,-97.38998199999999,3.0,$$,34.0,red-lobster-wichita
272,"Greenwood Mall, 2525 Scottsville Rd, Bowling Green, KY 42104",42104,36.951351,-86.426222,3.0,$$,23.0,red-lobster-bowling-green
273,"2020 N Dixie Hwy, Elizabethtown, KY 42701",42701,37.739077,-85.89021600000001,3.5,$$,44.0,red-lobster-elizabethtown
274,"7921 Dream St, Florence, KY 41042",41042,38.989244,-84.642155,3.5,$$,61.0,red-lobster-florence-2
275,"2550 Nicholasville Rd, Lexington, KY 40503",40503,37.998540999999996,-84.51972099999999,3.5,$$,49.0,red-lobster-lexington
276,"1848 Alysheba Way, Lexington, KY 40509",40509,38.01894,-84.418456,3.5,$$,40.0,red-lobster-lexington-2
277,"828 Eastern Bypass, Richmond, KY 40475",40475,37.730878999999995,-84.281482,3.0,$$,23.0,red-lobster-richmond-6
278,"4639 Outer Loop, Louisville, KY 40219",40219,38.138303,-85.677044,3.5,$$,42.0,red-lobster-louisville
279,"986 Breckenridge Ln, St Matthews, KY 40207",40207,38.232446,-85.63962099999999,3.0,$$,67.0,red-lobster-saint-matthews
280,"3410 Frederica St, Owensboro, KY 42301",42301,37.738053,-87.119253,2.5,$$,14.0,red-lobster-owensboro
281,"5151 Hinkleville Rd, Paducah, KY 42001",42001,37.075839,-88.691117,3.0,$$,21.0,red-lobster-paducah
282,"6051 Bluebonnet Blvd, Baton Rouge, LA 70836",70836,30.393297999999998,-91.08707700000001,2.0,$$,74.0,red-lobster-baton-rouge
283,"2968 E Texas St, Bossier City, LA 71111",71111,32.528308,-93.703184,2.5,$$,41.0,red-lobster-bossier-city
284,"3020 N Causeway Blvd, Metairie, LA 70002",70002,30.007424,-90.155475,2.5,$$,102.0,red-lobster-metairie-2
285,"4601 Pecanland Mall Dr, Monroe, LA 71203",71203,32.496975,-92.063518,2.5,$$,26.0,red-lobster-monroe-2
286,"183 Jennifer Rd, Annapolis, MD 21401",21401,38.985102000000005,-76.54450899999999,3.0,$$,69.0,red-lobster-annapolis
287,"615 Belair Rd, Bel Air, MD 21014",21014,39.524606,-76.355424,3.0,$$,39.0,red-lobster-bel-air
288,"9011 Snowden Square Dr, Columbia, MD 21046",21046,39.183564000000004,-76.81908299999999,3.5,$$,90.0,red-lobster-columbia
289,"1020 W Patrick St, Frederick, MD 21703",21703,39.416109999999996,-77.43986899999999,3.0,$$,62.0,red-lobster-frederick
290,"15700 Shady Grove Rd, Gaithersburg, MD 20877",20877,39.113476,-77.187258,2.5,$$,233.0,red-lobster-gaithersburg
291,"1681 Wesel Blvd, Hagerstown, MD 21740",21740,39.630196000000005,-77.76224300000001,3.0,$$,35.0,red-lobster-hagerstown
292,"7063 Arundel Mills Blvd, Hanover, MD 21076",21076,39.154239000000004,-76.729652,2.5,$$,112.0,red-lobster-hanover-2
293,"8905 Annapolis Rd, Lanham, MD 20706",20706,38.960491,-76.86290699999999,2.5,$$,112.0,red-lobster-laurel
294,"14368 Baltimore Ave, Laurel, MD 20707",20707,39.085857,-76.861746,2.5,$$,112.0,red-lobster-laurel
295,"8019 Honeygo Blvd, Nottingham, MD 21236",21236,39.371468,-76.468897,2.5,$$,77.0,red-lobster-nottingham
296,"3 Restaurant Park Dr N, Owings Mills, MD 21117",21117,39.404619,-76.792716,2.5,$$,75.0,red-lobster-owings-mills
297,"8533 Georgia Ave, Silver Spring, MD 20910",20910,38.996062,-77.027218,2.5,$$,119.0,red-lobster-silver-spring-2
298,"5051 Auth Way, Suitland-Silver Hill, MD 20746",20746,38.826458,-76.920802,2.5,$$,146.0,red-lobster-suitland
299,"11035 Mall Cir, Waldorf, MD 20603",20603,38.616071000000005,-76.922422,2.0,$$,117.0,red-lobster-waldorf
300,"1420 S Main St, Adrian, MI 49221",49221,41.876178,-84.043951,4.0,$$,20.0,red-lobster-adrian
301,"2420 Carpenter Rd, Ann Arbor, MI 48108",48108,42.251393,-83.681286,3.0,$$,84.0,red-lobster-ann-arbor
302,"2565 Capitol Ave. S.W, Battle Creek, MI 49015",49015,42.264579,-85.198368,3.5,$$,29.0,red-lobster-battle-creek
303,"4109 Wilder Rd, Bay City, MI 48706",48706,43.624354,-83.89268100000001,3.5,$$,17.0,red-lobster-bay-city
304,"6850 N Telegraph Rd, Dearborn Heights, MI 48127",48127,42.338284,-83.272403,2.0,$$,53.0,red-lobster-dearborn-heights
305,"4417 W Pierson Rd, Flint, MI 48504",48504,43.060097999999996,-83.768845,3.0,$$,33.0,red-lobster-flint
306,"4220 24th Ave, Fort Gratiot Twp, MI 48059",48059,43.032203,-82.45561500000001,3.5,$$,16.0,red-lobster-fort-gratiot
307,"3464, Point Circle, Grandville, MI 49418",49418,42.883025,-85.749646,3.5,$$,36.0,red-lobster-grandville
308,"2400 Shirley Dr, Jackson, MI 49202",49202,42.276859,-84.429837,3.5,$$,25.0,red-lobster-jackson
309,"3920 28th St SE, Kentwood, MI 49512",49512,42.912110999999996,-85.57078100000001,2.5,$$,38.0,red-lobster-kentwood
310,"3130 E Saginaw St, Lansing, MI 48912",48912,42.740415000000006,-84.507007,2.5,$$,51.0,red-lobster-lansing
311,"29980 Plymouth Rd, Livonia, MI 48150",48150,42.369571,-83.338167,2.5,$$,73.0,red-lobster-livonia
312,"101 W Twelve Mile Rd, Madison Heights, MI 48071",48071,42.504343,-83.107404,2.0,$$,100.0,red-lobster-madison-heights
313,"2923 US-41 West, Marquette, MI 49855",49855,46.548801,-87.453411,3.5,$$,16.0,red-lobster-marquette
314,"1553 N Dixie Hwy, Monroe, MI 48162",48162,41.9286,-83.35370400000001,3.0,$$,34.0,red-lobster-monroe
315,"4062 E. Bluegrass Road, Mt Pleasant, MI 48858",48858,43.574944,-84.76617399999999,3.0,$$,23.0,red-lobster-mount-pleasant
316,"1681 E Sternberg Rd, Muskegon, MI 49444",49444,43.153519,-86.203861,3.5,$$,17.0,red-lobster-muskegon
317,"27760 Novi Rd, Novi, MI 48377",48377,42.49065,-83.475102,3.0,$$,90.0,red-lobster-novi
318,"6535 S Westnedge Ave, Portage, MI 49002",49002,42.221645,-85.588899,3.0,$$,43.0,red-lobster-portage
319,"2825 S Rochester Rd, Rochester Hills, MI 48307",48307,42.639207,-83.131247,3.5,$$,69.0,red-lobster-rochester-hills
320,"4141 Bay Rd, Saginaw, MI 48603",48603,43.46739,-83.976246,3.0,$$,30.0,red-lobster-saginaw
321,"13999 Eureka Rd, Southgate, MI 48195",48195,42.198952,-83.19424000000001,2.5,$$,46.0,red-lobster-southgate
322,"13800 Hall Rd, Sterling Heights, MI 48313",48313,42.626157,-82.9898,3.0,$$,75.0,red-lobster-sterling-heights
323,"2691 N U.S. 31 S, Traverse City, MI 49684",49684,44.727435,-85.64689200000001,3.0,$$,30.0,red-lobster-traverse-city
324,"25901 Hoover Rd, Warren, MI 48089",48089,42.484817,-83.00692099999999,2.0,$$,62.0,red-lobster-warren
325,"479 Telegraph Rd, Waterford Twp, MI 48328",48328,42.647465999999994,-83.326777,3.0,$$,44.0,red-lobster-waterford
326,"5774 N Wayne Rd, Westland, MI 48185",48185,42.325961,-83.388104,3.0,$$,70.0,red-lobster-westland
327,"1951 American Blvd W, Bloomington, MN 55431",55431,44.858178,-93.30425100000001,3.0,$$,72.0,red-lobster-bloomington-2
328,"1301 County Rd 42 W, Burnsville, MN 55306",55306,44.746021999999996,-93.29735699999999,3.0,$$,37.0,red-lobster-burnsville
329,"301 S Lake Ave, Duluth, MN 55802",55802,46.784051,-92.09670200000001,3.5,$$,33.0,red-lobster-duluth-2
330,"8900 Golden Valley Rd, Golden Valley, MN 55427",55427,44.985155,-93.39364300000001,3.5,$$,45.0,red-lobster-golden-valley
331,"1890 E, Madison Ave, Mankato, MN 56001",56001,44.167332,-93.95017299999999,3.5,$$,15.0,red-lobster-mankato
332,"12515 Elm Creek Blvd N, Maple Grove, MN 55369",55369,45.093862,-93.439288,3.0,$$,35.0,red-lobster-maple-grove
333,"2925 White Bear Ave, Maplewood, MN 55109",55109,45.02868,-93.018755,3.0,$$,30.0,red-lobster-maplewood-2
334,"8500 State Hwy 47, Minneapolis, MN 55433",55433,45.125029,-93.265501,2.5,$$,36.0,red-lobster-minneapolis-3
335,"8350 3rd St N, Oakdale, MN 55128",55128,44.951094,-92.935296,3.0,$$,36.0,red-lobster-oakdale-2
336,"2330 Prior Ave N, Roseville, MN 55113",55113,45.010981,-93.18164200000001,3.0,$$,47.0,red-lobster-roseville
337,"2920 W Division St, St Cloud, MN 56301",56301,45.552867,-94.19396400000001,2.5,$$$,35.0,red-lobster-saint-cloud
338,"2675 32nd Ave S, Grand Forks, ND 58201",58201,47.888897,-97.066133,3.0,$$$,18.0,red-lobster-grand-forks
339,"4215 13th Ave S, Fargo, ND 58103",58103,46.862253,-96.852932,3.0,$$,38.0,red-lobster-fargo
340,"3333 WI-16, La Crosse, WI 54601",54601,43.867077,-91.202895,3.0,$$,20.0,red-lobster-la-crosse
341,"3897 Promenade Pkwy, D'Iberville, MS 39540",39540,30.454824,-88.901898,3.0,$$,45.0,red-lobster-d-iberville
342,"4670 Hardy St, Hattiesburg, MS 39402",39402,31.323333,-89.36084699999999,3.0,$$,12.0,red-lobster-hattiesburg
343,"6357 Interstate 55 North Frontage Rd, Jackson, MS 39213",39213,32.397565,-90.146726,2.5,$$,36.0,red-lobster-jackson-2
344,"201 S Frontage Rd, Meridian, MS 39301",39301,32.364216,-88.67469100000001,3.0,$$,23.0,red-lobster-meridian
345,"6535 Airways Blvd, Southaven, MS 38671",38671,34.955890999999994,-89.99067099999999,2.0,$$,48.0,red-lobster-southaven
346,"895 Barnes Crossing Rd, Tupelo, MS 38804",38804,34.314918,-88.703756,2.5,$$,17.0,red-lobster-tupelo
347,"3559 Shepherd of the Hills Expy, Branson, MO 65616",65616,36.652233,-93.288157,2.5,$$,37.0,red-lobster-branson
348,"12235 St Charles Rock Rd, Bridgeton, MO 63044",63044,38.752078000000004,-90.42652700000001,2.5,$$,67.0,red-lobster-bridgeton
349,"3269 William St, Cape Girardeau, MO 63703",63703,37.302051,-89.57791,3.0,$$,20.0,red-lobster-cape-girardeau
350,"17204 Chesterfield Airport Rd, Chesterfield, MO 63005",63005,38.667902000000005,-90.59567,3.0,$$,61.0,red-lobster-chesterfield
351,"1110 Interstate 70 Dr SW, Columbia, MO 65203",65203,38.96432,-92.354935,3.0,$$,21.0,red-lobster-columbia-3
352,"3519 Country Club Dr, Jefferson City, MO 65109",65109,38.583503,-92.250113,3.0,$$,21.0,red-lobster-jefferson-city
353,"2141 S Glenstone Ave, Springfield, MO 65804",65804,37.175169,-93.262973,2.5,$$,48.0,red-lobster-springfield-3
354,"9838 Watson Rd, St. Louis, MO 63126",63126,38.556239,-90.390499,2.5,$$,44.0,red-lobster-saint-louis-3
355,"1716 Interstate 70 Dr SW, Columbia, MO 65203",65203,38.965531799999994,-92.364948,3.0,$$,21.0,red-lobster-columbia-3
356,"3131 N Rangeline Rd, Joplin, MO 64801",64801,37.055462,-94.477757,3.0,$$,29.0,red-lobster-joplin
357,"670 NW Blue Pkwy, Lee's Summit, MO 64063",64063,38.9265,-94.402165,3.0,$$,66.0,red-lobster-lees-summit
358,"2381 Maplewood Commons Dr, Maplewood, MO 63143",63143,38.61784,-90.33290699999999,2.5,$$,72.0,red-lobster-maplewood
359,"5733 S Lindbergh Blvd, St. Louis, MO 63123",63123,38.522261,-90.349954,3.0,$$,44.0,red-lobster-saint-louis-2
360,"4101 Frederick Ave, St Joseph, MO 64506",64506,39.777445,-94.79500300000001,2.5,$$,19.0,red-lobster-saint-joseph
361,"1831 Sidney St, St. Louis, MO 63104",63104,38.6033472,-90.2154306,2.5,$$,72.0,red-lobster-maplewood
362,"1820 Market St, St. Louis, MO 63103",63103,38.6279862,-90.20807579999999,2.5,$$,72.0,red-lobster-maplewood
363,"736 S Broadway, St. Louis, MO 63102",63102,38.618850099999996,-90.19242840000001,2.5,$$,72.0,red-lobster-maplewood
364,"4561 Gravois Ave, St. Louis, MO 63116",63116,38.5843422,-90.26366230000001,2.5,$$,72.0,red-lobster-maplewood
365,"4101 Veterans Memorial Pkwy, St Peters, MO 63376",63376,38.795084,-90.572292,3.0,$$,65.0,red-lobster-saint-peters
366,"2250 King Ave W, Billings, MT 59102",59102,45.754740999999996,-108.57221799999999,3.0,$$,36.0,red-lobster-billings
367,"3430 W 13th St, Grand Island, NE 68803",68803,40.931981,-98.382787,3.5,$$,17.0,red-lobster-grand-island
368,"121 2nd Ave E, Kearney, NE 68847",68847,40.6743,-99.084785,4.0,$$,26.0,red-lobster-kearney
369,"6540 O St, Lincoln, NE 68510",68510,40.813901,-96.631221,3.5,$$,33.0,red-lobster-lincoln
370,"2707 S 140th St, West Omaha, NE 68144",68144,41.233447,-96.133365,3.5,$$,41.0,red-lobster-west-omaha
371,"330 S 72nd St, Omaha, NE 68114",68114,41.256198,-96.02442099999999,3.0,$$,50.0,red-lobster-omaha
372,"570 Marks St, Henderson, NV 89014",89014,36.062443,-115.035987,3.0,$$,269.0,red-lobster-henderson
373,"2325 E Flamingo Rd, Las Vegas, NV 89119",89119,36.114385,-115.12048300000001,3.5,$$,221.0,red-lobster-las-vegas-2
374,"200 S Decatur Blvd, Las Vegas, NV 89107",89107,36.171729,-115.206493,3.0,$$,357.0,red-lobster-las-vegas
375,"1870 W Craig Rd, North Las Vegas, NV 89031",89031,36.2395816,-115.16855659999999,3.0,$$,71.0,red-lobster-north-las-vegas
376,"5015 Kietzke Ln, Reno, NV 89511",89511,39.476279999999996,-119.795469,3.5,$$,205.0,red-lobster-reno
377,"1271 US-22, Bridgewater Township, NJ 08807",8807,40.578635,-74.580504,2.5,$$,65.0,red-lobster-bridgewater
378,"2100 NJ-38, Cherry Hill, NJ 08002",8002,39.939644,-75.021509,3.0,$$,79.0,red-lobster-cherry-hill
379,"3003 Route 130 South, Delran, NJ 08075",8075,40.012277000000005,-74.962735,3.5,$$,31.0,red-lobster-delran
380,"750 Highway 18, North Dr, East Brunswick, NJ 08816",8816,40.425907,-74.380199,3.0,$$,85.0,red-lobster-east-brunswick
381,"635 U.S, US-1, Iselin, NJ 08830",8830,40.558693,-74.306286,2.5,$$,91.0,red-lobster-iselin
382,"3255 Brunswick Pike, Lawrenceville, NJ 08648",8648,40.290608,-74.688289,2.5,$$,75.0,red-lobster-lawrenceville
383,"303 Route 10, Ledgewood Mall, Roxbury Township, NJ 07852",7852,40.873309000000006,-74.649224,3.5,$$,67.0,red-lobster-ledgewood-2
384,"4411 E Black Horse Pike, Mays Landing, NJ 08330",8330,39.451939,-74.644088,3.0,$$,46.0,red-lobster-mays-landing
385,"2200 NJ-35, Oakhurst, NJ 07755",7755,40.271598,-74.04332600000001,3.0,$$,64.0,red-lobster-oakhurst
386,"211 NJ-17 S, Paramus, NJ 07652",7652,40.935217,-74.071432,2.5,$$,133.0,red-lobster-paramus
387,"700 Plaza Dr, Secaucus, NJ 07094",7094,40.786442,-74.046047,3.0,$$,185.0,red-lobster-secaucus
388,"7000 Hadley Rd, South Plainfield, NJ 07080",7080,40.55415,-74.43234100000001,2.5,$$,79.0,red-lobster-south-plainfield
389,"1298 Hooper Ave, Toms River, NJ 08753",8753,39.986934999999995,-74.179244,3.0,$$,44.0,red-lobster-toms-river
390,"2520 US, US-22, Union, NJ 07083",7083,40.689417999999996,-74.302256,2.0,$$,160.0,red-lobster-union
391,"3849 S Delsea Dr, Vineland, NJ 08360",8360,39.432536,-75.03976899999999,2.5,$$,17.0,red-lobster-vineland
392,"520 US-46, Wayne, NJ 07470",7470,40.894006,-74.241885,2.5,$$,144.0,red-lobster-wayne
393,"1500 Almonesson Rd, Woodbury, NJ 08096",8096,39.826139000000005,-75.100451,3.0,$$,63.0,red-lobster-woodbury-2
394,"5555 Montgomery Blvd NE, Albuquerque, NM 87109",87109,35.131839,-106.57856899999999,3.5,$$,85.0,red-lobster-albuquerque-2
395,"10520 Coors Bypass NW, Albuquerque, NM 87114",87114,35.208446,-106.657673,3.0,$$,82.0,red-lobster-albuquerque
396,"2601 N Prince St, Clovis, NM 88101",88101,34.424645,-103.19610300000001,2.5,$$,30.0,red-lobster-clovis
397,"3451 E Main St, Farmington, NM 87402",87402,36.748917,-108.15985900000001,4.0,$$,30.0,red-lobster-farmington
398,"575 S Telshor Blvd, Las Cruces, NM 88011",88011,32.314267,-106.742576,3.5,$$,23.0,red-lobster-las-cruces
399,"2625 N Main St, Roswell, NM 88201",88201,33.426619,-104.522515,3.0,$$,30.0,red-lobster-roswell
400,"4450 Rodeo Rd, Santa Fe, NM 87507",87507,35.637924,-106.015656,2.5,$$,38.0,red-lobster-santa-fe
401,"4010 Maple Rd, Amherst, NY 14226",14226,42.991256,-78.814201,3.0,$$,86.0,red-lobster-amherst
402,"2090 Bartow Ave, The Bronx, NY 10475",10475,40.869059,-73.826987,2.5,$$,180.0,red-lobster-bronx
403,"455 Gateway Dr, Brooklyn, NY 11239",11239,40.650890000000004,-73.86991,2.5,$$,340.0,red-lobster-brooklyn
404,"1000 McKinley Mall, Buffalo, NY 14219",14219,42.788019,-78.808799,3.0,$$,36.0,red-lobster-buffalo
405,"211 Old Country Rd #217, Carle Place, NY 11514",11514,40.74403,-73.613392,3.0,$$,194.0,red-lobster-carle-place
406,"170 Wolf Rd, Colonie, NY 12205",12205,42.722455,-73.80247800000001,3.0,$$,115.0,red-lobster-colonie
407,"801 Sunrise Hwy, Copiague, NY 11726",11726,40.688966,-73.408326,2.5,$$,85.0,red-lobster-copiague
408,"1700 The Arches Cir, Deer Park, NY 11729",11729,40.762274299999994,-73.30382359999999,3.0,,31.0,red-lobster-deer-park-deer-park
409,"88-01 Queens Blvd, Queens, NY 11373",11373,40.735432,-73.87439599999999,2.5,$$,413.0,red-lobster-elmhurst
410,"1 Nevada St, Hicksville, NY 11801",11801,40.777091999999996,-73.52772,3.0,$$,138.0,red-lobster-hicksville
411,"3328 Chambers Rd S, Horseheads, NY 14845",14845,42.161167999999996,-76.877903,3.0,$$,26.0,red-lobster-horseheads
412,"1 Miron Ln, Kingston, NY 12401",12401,41.960867,-73.98976,2.5,$$,24.0,red-lobster-kingston
413,"295 E Fairmount Ave, Lakewood, NY 14750",14750,42.099063,-79.305425,3.0,$$,16.0,red-lobster-lakewood-5
414,"3938 NY-31, Liverpool, NY 13090",13090,43.184833000000005,-76.23945,3.5,$$,21.0,red-lobster-clay
415,"450 NY-211 E, Middletown, NY 10940",10940,41.455096999999995,-74.382048,3.5,$$,58.0,red-lobster-middletown
416,"198 W Rte 59, Nanuet, NY 10954",10954,41.100079,-74.020322,2.5,$$,80.0,red-lobster-nanuet
417,"4573 Commercial Dr, New Hartford, NY 13413",13413,43.08619,-75.316568,3.5,$$,27.0,red-lobster-new-hartford
418,"5135 Xavier Dr, Yonkers, NY 10704",10704,40.927105,-73.852441,2.5,$$,150.0,red-lobster-yonkers
419,"5 Times Square #5, New York, NY 10036",10036,40.755587,-73.98753,3.0,$$,631.0,red-lobster-new-york-2
420,"261 W 125th St, New York, NY 10027",10027,40.810072999999996,-73.95048299999999,2.5,$$,239.0,red-lobster-new-york-5
421,"230 Park Avenue at the corner of Vanderbilt Ave. and, E 45th St, New York, NY 10169",10169,40.754372100000005,-73.97618259999999,3.0,$$,631.0,red-lobster-new-york-2
422,"284 Van Brunt St, Brooklyn, NY 11231",11231,40.6797578,-74.0103105,3.0,$$,631.0,red-lobster-new-york-2
423,"606 West Sunrise Hwy, Valley Stream, NY 11581",11581,40.665243,-73.722146,2.0,$$,211.0,red-lobster-valley-stream
424,"999 Central Park Ave, Scarsdale, NY 10583",10583,40.990296,-73.82304599999999,2.5,$$,95.0,red-lobster-scarsdale
425,"222 Lafayette St, New York, NY 10012",10012,40.722112700000004,-73.99758929999999,3.0,$$,631.0,red-lobster-new-york-2
426,"5010 Express Dr S, Ronkonkoma, NY 11779",11779,40.813145,-73.10080400000001,3.0,$$,87.0,red-lobster-ronkonkoma
